,Unnamed: 0,Symbol  ,Date  ,Expiry  ,Strike Price  ,Call Price,Underlying Value  ,Put Price
9813,9813,NIFTY,11-Jan-2024,18-Jan-2024,23350.0,1.2,21647.20,2014.2
9814,9814,NIFTY,11-Jan-2024,18-Jan-2024,21550.0,197.45,21647.20,92.5
9815,9815,NIFTY,11-Jan-2024,18-Jan-2024,23450.0,1.2,21647.20,2111.5
9816,9816,NIFTY,11-Jan-2024,18-Jan-2024,21900.0,45.15,21647.20,289.7
9817,9817,NIFTY,11-Jan-2024,18-Jan-2024,21100.0,569.55,21647.20,13.6
9818,9818,NIFTY,11-Jan-2024,18-Jan-2024,22200.0,8.6,21647.20,552.4
9819,9819,NIFTY,11-Jan-2024,18-Jan-2024,20150.0,1500.0,21647.20,1.6
9820,9820,NIFTY,11-Jan-2024,18-Jan-2024,19900.0,1752.0,21647.20,1.25
9821,9821,NIFTY,11-Jan-2024,18-Jan-2024,22250.0,6.35,21647.20,604.1
9822,9822,NIFTY,11-Jan-2024,18-Jan-2024,21350.0,346.0,21647.20,39.95
9823,9823,NIFTY,11-Jan-2024,18-Jan-2024,20700.0,956.8,21647.20,3.3
9824,9824,NIFTY,11-Jan-2024,18-Jan-2024,22950.0,1.4,21647.20,1630.95
9825,9825,NIFTY,11-Jan-2024,18-Jan-2024,19650.0,2007.5,21647.20,1.05
9826,9826,NIFTY,11-Jan-2024,18-Jan-2024,19850.0,1493.1,21647.20,1.25
9827,9827,NIFTY,11-Jan-2024,18-Jan-2024,22900.0,1.45,21647.20,1032.55
9828,9828,NIFTY,11-Jan-2024,18-Jan-2024,20650.0,808.65,21647.20,2.9
9829,9829,NIFTY,11-Jan-2024,18-Jan-2024,22000.0,26.95,21647.20,370.1
9830,9830,NIFTY,11-Jan-2024,18-Jan-2024,20900.0,753.25,21647.20,6.2
9831,9831,NIFTY,11-Jan-2024,18-Jan-2024,22650.0,1.75,21647.20,1353.7
9832,9832,NIFTY,11-Jan-2024,18-Jan-2024,21750.0,93.3,21647.20,187.65
9833,9833,NIFTY,11-Jan-2024,18-Jan-2024,21150.0,522.6,21647.20,16.95
9834,9834,NIFTY,11-Jan-2024,18-Jan-2024,21050.0,610.95,21647.20,11.05
9835,9835,NIFTY,11-Jan-2024,18-Jan-2024,22300.0,4.9,21647.20,645.95
9836,9836,NIFTY,11-Jan-2024,18-Jan-2024,23100.0,1.35,21647.20,1773.25
9837,9837,NIFTY,11-Jan-2024,18-Jan-2024,21650.0,139.85,21647.20,133.85
9838,9838,NIFTY,11-Jan-2024,18-Jan-2024,20350.0,1298.45,21647.20,1.8
9839,9839,NIFTY,11-Jan-2024,18-Jan-2024,20100.0,1558.75,21647.20,1.45
9840,9840,NIFTY,11-Jan-2024,18-Jan-2024,21300.0,387.1,21647.20,32.35
9841,9841,NIFTY,11-Jan-2024,18-Jan-2024,22150.0,11.55,21647.20,499.65
9842,9842,NIFTY,11-Jan-2024,18-Jan-2024,23150.0,1.25,21647.20,1821.1
9843,9843,NIFTY,11-Jan-2024,18-Jan-2024,23300.0,1.25,21647.20,1965.7
9844,9844,NIFTY,11-Jan-2024,18-Jan-2024,22550.0,2.15,21647.20,1264.15
9845,9845,NIFTY,11-Jan-2024,18-Jan-2024,21000.0,664.9,21647.20,9.2
9846,9846,NIFTY,11-Jan-2024,18-Jan-2024,20850.0,744.8,21647.20,5.05
9847,9847,NIFTY,11-Jan-2024,18-Jan-2024,21250.0,433.2,21647.20,26.15
9848,9848,NIFTY,11-Jan-2024,18-Jan-2024,19950.0,1724.0,21647.20,1.4
9849,9849,NIFTY,11-Jan-2024,18-Jan-2024,20600.0,1056.6,21647.20,2.55
9850,9850,NIFTY,11-Jan-2024,18-Jan-2024,19750.0,1873.05,21647.20,1.25
9851,9851,NIFTY,11-Jan-2024,18-Jan-2024,19700.0,1954.8,21647.20,1.0
9852,9852,NIFTY,11-Jan-2024,18-Jan-2024,22400.0,3.3,21647.20,733.1
9853,9853,NIFTY,11-Jan-2024,18-Jan-2024,20550.0,1119.35,21647.20,2.35
9854,9854,NIFTY,11-Jan-2024,18-Jan-2024,22600.0,1.85,21647.20,1010.55
9855,9855,NIFTY,11-Jan-2024,18-Jan-2024,20800.0,854.6,21647.20,4.25
9856,9856,NIFTY,11-Jan-2024,18-Jan-2024,23000.0,1.4,21647.20,1338.45
9857,9857,NIFTY,11-Jan-2024,18-Jan-2024,22450.0,2.75,21647.20,1176.35
9858,9858,NIFTY,11-Jan-2024,18-Jan-2024,20400.0,1260.0,21647.20,1.95
9859,9859,NIFTY,11-Jan-2024,18-Jan-2024,22500.0,2.4,21647.20,842.35
9860,9860,NIFTY,11-Jan-2024,18-Jan-2024,21200.0,474.45,21647.20,21.15
9861,9861,NIFTY,11-Jan-2024,18-Jan-2024,21400.0,305.45,21647.20,49.75
9862,9862,NIFTY,11-Jan-2024,18-Jan-2024,21950.0,35.1,21647.20,327.35
9863,9863,NIFTY,11-Jan-2024,18-Jan-2024,21500.0,231.55,21647.20,75.6
9864,9864,NIFTY,11-Jan-2024,18-Jan-2024,20250.0,1370.0,21647.20,1.65
9865,9865,NIFTY,11-Jan-2024,18-Jan-2024,20000.0,1650.35,21647.20,1.4
9866,9866,NIFTY,11-Jan-2024,18-Jan-2024,20750.0,910.4,21647.20,3.65
9867,9867,NIFTY,11-Jan-2024,18-Jan-2024,23400.0,1.2,21647.20,2062.8
9868,9868,NIFTY,11-Jan-2024,18-Jan-2024,20950.0,700.7,21647.20,7.45
9869,9869,NIFTY,11-Jan-2024,18-Jan-2024,22800.0,1.55,21647.20,1260.0
9870,9870,NIFTY,11-Jan-2024,18-Jan-2024,21700.0,114.6,21647.20,159.4
9871,9871,NIFTY,11-Jan-2024,18-Jan-2024,22100.0,15.25,21647.20,460.1
9872,9872,NIFTY,11-Jan-2024,18-Jan-2024,23200.0,1.25,21647.20,1869.15
9873,9873,NIFTY,11-Jan-2024,18-Jan-2024,20450.0,1203.45,21647.20,2.1
9874,9874,NIFTY,11-Jan-2024,18-Jan-2024,21850.0,58.7,21647.20,252.65
9875,9875,NIFTY,11-Jan-2024,18-Jan-2024,22700.0,1.65,21647.20,1399.05
9876,9876,NIFTY,11-Jan-2024,18-Jan-2024,22350.0,3.9,21647.20,805.55
9877,9877,NIFTY,11-Jan-2024,18-Jan-2024,21450.0,266.75,21647.20,60.95
9878,9878,NIFTY,11-Jan-2024,18-Jan-2024,21600.0,166.85,21647.20,111.45
9879,9879,NIFTY,11-Jan-2024,18-Jan-2024,22850.0,1.45,21647.20,985.6
9880,9880,NIFTY,11-Jan-2024,18-Jan-2024,22050.0,20.25,21647.20,416.15
9881,9881,NIFTY,11-Jan-2024,18-Jan-2024,21800.0,74.45,21647.20,218.8
9882,9882,NIFTY,11-Jan-2024,18-Jan-2024,22750.0,1.6,21647.20,1444.8
9883,9883,NIFTY,11-Jan-2024,18-Jan-2024,23250.0,1.25,21647.20,1917.35
9884,9884,NIFTY,11-Jan-2024,25-Jan-2024,17700.0,1569.6,21647.20,2.0
9885,9885,NIFTY,11-Jan-2024,25-Jan-2024,18400.0,3328.0,21647.20,2.15
9886,9886,NIFTY,11-Jan-2024,25-Jan-2024,17650.0,1611.6,21647.20,3.05
9887,9887,NIFTY,11-Jan-2024,25-Jan-2024,20300.0,1378.5,21647.20,6.7
9888,9888,NIFTY,11-Jan-2024,25-Jan-2024,17550.0,4050.0,21647.20,28.85
9889,9889,NIFTY,11-Jan-2024,25-Jan-2024,19650.0,2138.65,21647.20,3.35
9890,9890,NIFTY,11-Jan-2024,25-Jan-2024,18750.0,2814.45,21647.20,2.5
9891,9891,NIFTY,11-Jan-2024,25-Jan-2024,22200.0,37.25,21647.20,558.9
9892,9892,NIFTY,11-Jan-2024,25-Jan-2024,18700.0,2900.0,21647.20,2.8
9893,9893,NIFTY,11-Jan-2024,25-Jan-2024,23450.0,2.6,21647.20,2531.25
9894,9894,NIFTY,11-Jan-2024,25-Jan-2024,21300.0,454.2,21647.20,77.45
9895,9895,NIFTY,11-Jan-2024,25-Jan-2024,22800.0,4.5,21647.20,1090.2
9896,9896,NIFTY,11-Jan-2024,25-Jan-2024,21450.0,341.85,21647.20,116.85
9897,9897,NIFTY,11-Jan-2024,25-Jan-2024,20850.0,860.65,21647.20,22.05
9898,9898,NIFTY,11-Jan-2024,25-Jan-2024,22100.0,54.55,21647.20,476.5
9899,9899,NIFTY,11-Jan-2024,25-Jan-2024,20650.0,1037.3,21647.20,12.75
9900,9900,NIFTY,11-Jan-2024,25-Jan-2024,19550.0,2146.5,21647.20,2.95
9901,9901,NIFTY,11-Jan-2024,25-Jan-2024,18350.0,3575.0,21647.20,17.05
9902,9902,NIFTY,11-Jan-2024,25-Jan-2024,22150.0,45.7,21647.20,514.35
9903,9903,NIFTY,11-Jan-2024,25-Jan-2024,20900.0,796.95,21647.20,25.9
9904,9904,NIFTY,11-Jan-2024,25-Jan-2024,19600.0,2082.0,21647.20,2.8
9905,9905,NIFTY,11-Jan-2024,25-Jan-2024,21600.0,247.6,21647.20,170.85
9906,9906,NIFTY,11-Jan-2024,25-Jan-2024,21350.0,414.6,21647.20,88.95
9907,9907,NIFTY,11-Jan-2024,25-Jan-2024,17850.0,3980.0,21647.20,1.8
9908,9908,NIFTY,11-Jan-2024,25-Jan-2024,21200.0,526.75,21647.20,58.45
9909,9909,NIFTY,11-Jan-2024,25-Jan-2024,23000.0,3.95,21647.20,1317.3
9910,9910,NIFTY,11-Jan-2024,25-Jan-2024,17600.0,4290.0,21647.20,1.45
9911,9911,NIFTY,11-Jan-2024,25-Jan-2024,20600.0,1080.0,21647.20,11.6
9912,9912,NIFTY,11-Jan-2024,25-Jan-2024,22600.0,8.3,21647.20,932.65
9913,9913,NIFTY,11-Jan-2024,25-Jan-2024,19350.0,2416.0,21647.20,3.05
9914,9914,NIFTY,11-Jan-2024,25-Jan-2024,20200.0,1472.35,21647.20,6.0
9915,9915,NIFTY,11-Jan-2024,25-Jan-2024,22850.0,4.0,21647.20,1285.0
9916,9916,NIFTY,11-Jan-2024,25-Jan-2024,21150.0,571.5,21647.20,51.05
9917,9917,NIFTY,11-Jan-2024,25-Jan-2024,18450.0,3410.0,21647.20,3.1
9918,9918,NIFTY,11-Jan-2024,25-Jan-2024,21250.0,494.35,21647.20,67.6
9919,9919,NIFTY,11-Jan-2024,25-Jan-2024,19950.0,1727.55,21647.20,4.55
9920,9920,NIFTY,11-Jan-2024,25-Jan-2024,18300.0,3365.0,21647.20,2.2
9921,9921,NIFTY,11-Jan-2024,25-Jan-2024,22050.0,65.55,21647.20,437.85
9922,9922,NIFTY,11-Jan-2024,25-Jan-2024,20350.0,1345.0,21647.20,7.35
9923,9923,NIFTY,11-Jan-2024,25-Jan-2024,21400.0,377.85,21647.20,101.9
9924,9924,NIFTY,11-Jan-2024,25-Jan-2024,21100.0,615.25,21647.20,44.7
9925,9925,NIFTY,11-Jan-2024,25-Jan-2024,17750.0,4140.65,21647.20,2.0
9926,9926,NIFTY,11-Jan-2024,25-Jan-2024,20000.0,1673.2,21647.20,5.05
9927,9927,NIFTY,11-Jan-2024,25-Jan-2024,23250.0,2.95,21647.20,1425.9
9928,9928,NIFTY,11-Jan-2024,25-Jan-2024,17900.0,3971.5,21647.20,3.05
9929,9929,NIFTY,11-Jan-2024,25-Jan-2024,18100.0,3900.0,21647.20,2.05
9930,9930,NIFTY,11-Jan-2024,25-Jan-2024,21950.0,92.7,21647.20,364.8
9931,9931,NIFTY,11-Jan-2024,25-Jan-2024,19150.0,2545.0,21647.20,2.75
9932,9932,NIFTY,11-Jan-2024,25-Jan-2024,22550.0,9.95,21647.20,894.65
9933,9933,NIFTY,11-Jan-2024,25-Jan-2024,19400.0,2225.0,21647.20,2.95
9934,9934,NIFTY,11-Jan-2024,25-Jan-2024,19800.0,1871.5,21647.20,3.45
9935,9935,NIFTY,11-Jan-2024,25-Jan-2024,22250.0,31.15,21647.20,603.1
9936,9936,NIFTY,11-Jan-2024,25-Jan-2024,22950.0,4.15,21647.20,1267.9
9937,9937,NIFTY,11-Jan-2024,25-Jan-2024,22500.0,12.45,21647.20,829.4
9938,9938,NIFTY,11-Jan-2024,25-Jan-2024,18950.0,692.45,21647.20,2.45
9939,9939,NIFTY,11-Jan-2024,25-Jan-2024,17350.0,4400.0,21647.20,1.65
9940,9940,NIFTY,11-Jan-2024,25-Jan-2024,23400.0,2.6,21647.20,1697.4
9941,9941,NIFTY,11-Jan-2024,25-Jan-2024,23300.0,2.85,21647.20,1600.65
9942,9942,NIFTY,11-Jan-2024,25-Jan-2024,23350.0,2.95,21647.20,2434.2
9943,9943,NIFTY,11-Jan-2024,25-Jan-2024,18200.0,3465.0,21647.20,2.05
9944,9944,NIFTY,11-Jan-2024,25-Jan-2024,18900.0,2884.0,21647.20,2.75
9945,9945,NIFTY,11-Jan-2024,25-Jan-2024,19050.0,2840.65,21647.20,2.4
9946,9946,NIFTY,11-Jan-2024,25-Jan-2024,19900.0,1769.65,21647.20,4.25
9947,9947,NIFTY,11-Jan-2024,25-Jan-2024,19450.0,2171.45,21647.20,3.05
9948,9948,NIFTY,11-Jan-2024,25-Jan-2024,20450.0,1230.0,21647.20,8.75
9949,9949,NIFTY,11-Jan-2024,25-Jan-2024,21750.0,169.95,21647.20,243.4
9950,9950,NIFTY,11-Jan-2024,25-Jan-2024,17450.0,1783.7,21647.20,1.95
9951,9951,NIFTY,11-Jan-2024,25-Jan-2024,18500.0,3167.55,21647.20,2.1
9952,9952,NIFTY,11-Jan-2024,25-Jan-2024,22700.0,5.95,21647.20,1025.6
9953,9953,NIFTY,11-Jan-2024,25-Jan-2024,17950.0,1366.1,21647.20,2.4
9954,9954,NIFTY,11-Jan-2024,25-Jan-2024,18550.0,931.75,21647.20,3.0
9955,9955,NIFTY,11-Jan-2024,25-Jan-2024,22300.0,25.25,21647.20,643.75
9956,9956,NIFTY,11-Jan-2024,25-Jan-2024,20100.0,1577.85,21647.20,5.5
9957,9957,NIFTY,11-Jan-2024,25-Jan-2024,18600.0,3100.0,21647.20,2.7
9958,9958,NIFTY,11-Jan-2024,25-Jan-2024,20700.0,989.2,21647.20,14.6
9959,9959,NIFTY,11-Jan-2024,25-Jan-2024,22450.0,14.35,21647.20,755.0
9960,9960,NIFTY,11-Jan-2024,25-Jan-2024,20400.0,1284.25,21647.20,8.0
9961,9961,NIFTY,11-Jan-2024,25-Jan-2024,19300.0,2390.0,21647.20,2.4
9962,9962,NIFTY,11-Jan-2024,25-Jan-2024,19750.0,1923.8,21647.20,3.6
9963,9963,NIFTY,11-Jan-2024,25-Jan-2024,21700.0,194.1,21647.20,215.4
9964,9964,NIFTY,11-Jan-2024,25-Jan-2024,21900.0,109.0,21647.20,331.5
9965,9965,NIFTY,11-Jan-2024,25-Jan-2024,23150.0,3.45,21647.20,1512.45
9966,9966,NIFTY,11-Jan-2024,25-Jan-2024,23100.0,3.35,21647.20,1494.3
9967,9967,NIFTY,11-Jan-2024,25-Jan-2024,20800.0,893.75,21647.20,19.15
9968,9968,NIFTY,11-Jan-2024,25-Jan-2024,18650.0,867.95,21647.20,2.45
9969,9969,NIFTY,11-Jan-2024,25-Jan-2024,21800.0,146.25,21647.20,269.8
9970,9970,NIFTY,11-Jan-2024,25-Jan-2024,20750.0,962.85,21647.20,16.9
9971,9971,NIFTY,11-Jan-2024,25-Jan-2024,19850.0,1830.0,21647.20,3.95
9972,9972,NIFTY,11-Jan-2024,25-Jan-2024,21650.0,219.45,21647.20,192.65
9973,9973,NIFTY,11-Jan-2024,25-Jan-2024,17400.0,4377.45,21647.20,1.65
9974,9974,NIFTY,11-Jan-2024,25-Jan-2024,21550.0,278.4,21647.20,150.9
9975,9975,NIFTY,11-Jan-2024,25-Jan-2024,18150.0,3700.0,21647.20,34.9
9976,9976,NIFTY,11-Jan-2024,25-Jan-2024,19200.0,2500.0,21647.20,2.7
9977,9977,NIFTY,11-Jan-2024,25-Jan-2024,22650.0,7.1,21647.20,1018.9
9978,9978,NIFTY,11-Jan-2024,25-Jan-2024,19500.0,2170.1,21647.20,2.35
9979,9979,NIFTY,11-Jan-2024,25-Jan-2024,20550.0,1179.25,21647.20,10.75
9980,9980,NIFTY,11-Jan-2024,25-Jan-2024,19700.0,1973.15,21647.20,3.25
9981,9981,NIFTY,11-Jan-2024,25-Jan-2024,19100.0,2451.65,21647.20,2.8
9982,9982,NIFTY,11-Jan-2024,25-Jan-2024,18050.0,1957.8,21647.20,3.0
9983,9983,NIFTY,11-Jan-2024,25-Jan-2024,20050.0,1633.15,21647.20,5.25
9984,9984,NIFTY,11-Jan-2024,25-Jan-2024,19250.0,2380.0,21647.20,2.5
9985,9985,NIFTY,11-Jan-2024,25-Jan-2024,17500.0,4164.7,21647.20,1.8
9986,9986,NIFTY,11-Jan-2024,25-Jan-2024,22400.0,17.25,21647.20,734.6
9987,9987,NIFTY,11-Jan-2024,25-Jan-2024,20150.0,1516.5,21647.20,5.45
9988,9988,NIFTY,11-Jan-2024,25-Jan-2024,18250.0,1139.2,21647.20,3.0
9989,9989,NIFTY,11-Jan-2024,25-Jan-2024,20500.0,1182.2,21647.20,10.1
9990,9990,NIFTY,11-Jan-2024,25-Jan-2024,19000.0,2681.2,21647.20,2.4
9991,9991,NIFTY,11-Jan-2024,25-Jan-2024,22000.0,79.45,21647.20,401.7
9992,9992,NIFTY,11-Jan-2024,25-Jan-2024,21500.0,310.2,21647.20,132.65
9993,9993,NIFTY,11-Jan-2024,25-Jan-2024,20950.0,775.0,21647.20,28.95
9994,9994,NIFTY,11-Jan-2024,25-Jan-2024,18000.0,3664.85,21647.20,1.4
9995,9995,NIFTY,11-Jan-2024,25-Jan-2024,22350.0,21.25,21647.20,696.15
9996,9996,NIFTY,11-Jan-2024,25-Jan-2024,17800.0,3824.3,21647.20,1.8
9997,9997,NIFTY,11-Jan-2024,25-Jan-2024,22900.0,4.25,21647.20,1198.4
9998,9998,NIFTY,11-Jan-2024,25-Jan-2024,23050.0,3.35,21647.20,1308.25
9999,9999,NIFTY,11-Jan-2024,25-Jan-2024,21850.0,127.4,21647.20,298.1
10000,10000,NIFTY,11-Jan-2024,25-Jan-2024,18850.0,3050.0,21647.20,2.5
10001,10001,NIFTY,11-Jan-2024,25-Jan-2024,23200.0,2.85,21647.20,1481.05
10002,10002,NIFTY,11-Jan-2024,25-Jan-2024,21000.0,705.1,21647.20,33.55
10003,10003,NIFTY,11-Jan-2024,25-Jan-2024,21050.0,660.5,21647.20,38.45
10004,10004,NIFTY,11-Jan-2024,25-Jan-2024,20250.0,1410.6,21647.20,6.15
10005,10005,NIFTY,11-Jan-2024,25-Jan-2024,22750.0,5.1,21647.20,990.15
10006,10006,NIFTY,11-Jan-2024,25-Jan-2024,18800.0,2750.0,21647.20,2.6
10007,10007,NIFTY,11-Jan-2024,01-Feb-2024,22000.0,146.9,21647.20,423.15
10008,10008,NIFTY,11-Jan-2024,01-Feb-2024,20550.0,994.35,21647.20,22.9
10009,10009,NIFTY,11-Jan-2024,01-Feb-2024,21900.0,187.05,21647.20,363.15
10010,10010,NIFTY,11-Jan-2024,01-Feb-2024,20650.0,917.25,21647.20,29.75
10011,10011,NIFTY,11-Jan-2024,01-Feb-2024,22600.0,28.6,21647.20,1239.45
10012,10012,NIFTY,11-Jan-2024,01-Feb-2024,21600.0,340.55,21647.20,217.2
10013,10013,NIFTY,11-Jan-2024,01-Feb-2024,22550.0,32.25,21647.20,1197.05
10014,10014,NIFTY,11-Jan-2024,01-Feb-2024,22850.0,31.6,21647.20,1458.1
10015,10015,NIFTY,11-Jan-2024,01-Feb-2024,23100.0,9.7,21647.20,1686.05
10016,10016,NIFTY,11-Jan-2024,01-Feb-2024,22750.0,19.0,21647.20,1369.35
10017,10017,NIFTY,11-Jan-2024,01-Feb-2024,19750.0,1692.15,21647.20,22.55
10018,10018,NIFTY,11-Jan-2024,01-Feb-2024,20900.0,737.65,21647.20,50.4
10019,10019,NIFTY,11-Jan-2024,01-Feb-2024,23150.0,8.35,21647.20,1732.55
10020,10020,NIFTY,11-Jan-2024,01-Feb-2024,19800.0,1645.4,21647.20,25.4
10021,10021,NIFTY,11-Jan-2024,01-Feb-2024,22350.0,57.4,21647.20,1032.9
10022,10022,NIFTY,11-Jan-2024,01-Feb-2024,20250.0,1241.25,21647.20,21.0
10023,10023,NIFTY,11-Jan-2024,01-Feb-2024,20150.0,1328.05,21647.20,10.0
10024,10024,NIFTY,11-Jan-2024,01-Feb-2024,20400.0,1115.1,21647.20,24.75
10025,10025,NIFTY,11-Jan-2024,01-Feb-2024,21700.0,282.55,21647.20,260.7
10026,10026,NIFTY,11-Jan-2024,01-Feb-2024,22450.0,42.9,21647.20,1113.85
10027,10027,NIFTY,11-Jan-2024,01-Feb-2024,20700.0,879.8,21647.20,32.05
10028,10028,NIFTY,11-Jan-2024,01-Feb-2024,20600.0,955.45,21647.20,24.8
10029,10029,NIFTY,11-Jan-2024,01-Feb-2024,19950.0,1507.15,21647.20,7.65
10030,10030,NIFTY,11-Jan-2024,01-Feb-2024,22300.0,65.45,21647.20,993.3
10031,10031,NIFTY,11-Jan-2024,01-Feb-2024,22900.0,13.5,21647.20,1503.05
10032,10032,NIFTY,11-Jan-2024,01-Feb-2024,21100.0,760.0,21647.20,79.2
10033,10033,NIFTY,11-Jan-2024,01-Feb-2024,21350.0,545.0,21647.20,131.95
10034,10034,NIFTY,11-Jan-2024,01-Feb-2024,20750.0,843.85,21647.20,35.7
10035,10035,NIFTY,11-Jan-2024,01-Feb-2024,22200.0,86.75,21647.20,561.85
10036,10036,NIFTY,11-Jan-2024,01-Feb-2024,23050.0,10.95,21647.20,1639.85
10037,10037,NIFTY,11-Jan-2024,01-Feb-2024,19850.0,1806.35,21647.20,28.6
10038,10038,NIFTY,11-Jan-2024,01-Feb-2024,22500.0,37.95,21647.20,781.85
10039,10039,NIFTY,11-Jan-2024,01-Feb-2024,21250.0,684.35,21647.20,106.95
10040,10040,NIFTY,11-Jan-2024,01-Feb-2024,20800.0,1143.5,21647.20,39.2
10041,10041,NIFTY,11-Jan-2024,01-Feb-2024,21200.0,610.0,21647.20,97.05
10042,10042,NIFTY,11-Jan-2024,01-Feb-2024,22100.0,115.25,21647.20,485.05
10043,10043,NIFTY,11-Jan-2024,01-Feb-2024,21300.0,541.25,21647.20,119.45
10044,10044,NIFTY,11-Jan-2024,01-Feb-2024,23000.0,11.0,21647.20,1593.95
10045,10045,NIFTY,11-Jan-2024,01-Feb-2024,23350.0,6.35,21647.20,1920.8
10046,10046,NIFTY,11-Jan-2024,01-Feb-2024,20100.0,1372.2,21647.20,12.2
10047,10047,NIFTY,11-Jan-2024,01-Feb-2024,21550.0,367.05,21647.20,197.6
10048,10048,NIFTY,11-Jan-2024,01-Feb-2024,22150.0,100.25,21647.20,879.2
10049,10049,NIFTY,11-Jan-2024,01-Feb-2024,21050.0,639.9,21647.20,70.75
10050,10050,NIFTY,11-Jan-2024,01-Feb-2024,22050.0,128.75,21647.20,432.0
10051,10051,NIFTY,11-Jan-2024,01-Feb-2024,20000.0,1675.0,21647.20,9.8
10052,10052,NIFTY,11-Jan-2024,01-Feb-2024,22800.0,16.55,21647.20,1230.0
10053,10053,NIFTY,11-Jan-2024,01-Feb-2024,21750.0,255.95,21647.20,283.85
10054,10054,NIFTY,11-Jan-2024,01-Feb-2024,20450.0,1074.2,21647.20,30.5
10055,10055,NIFTY,11-Jan-2024,01-Feb-2024,20050.0,1416.75,21647.20,12.55
10056,10056,NIFTY,11-Jan-2024,01-Feb-2024,21000.0,781.75,21647.20,63.35
10057,10057,NIFTY,11-Jan-2024,01-Feb-2024,20200.0,1425.0,21647.20,12.2
10058,10058,NIFTY,11-Jan-2024,01-Feb-2024,23400.0,7.0,21647.20,1968.4
10059,10059,NIFTY,11-Jan-2024,01-Feb-2024,22700.0,21.0,21647.20,1325.6
10060,10060,NIFTY,11-Jan-2024,01-Feb-2024,21450.0,465.65,21647.20,160.9
10061,10061,NIFTY,11-Jan-2024,01-Feb-2024,20950.0,704.2,21647.20,56.5
10062,10062,NIFTY,11-Jan-2024,01-Feb-2024,21850.0,207.55,21647.20,328.7
10063,10063,NIFTY,11-Jan-2024,01-Feb-2024,21800.0,232.15,21647.20,308.4
10064,10064,NIFTY,11-Jan-2024,01-Feb-2024,21650.0,311.7,21647.20,237.85
10065,10065,NIFTY,11-Jan-2024,01-Feb-2024,19900.0,1725.3,21647.20,32.05
10066,10066,NIFTY,11-Jan-2024,01-Feb-2024,20500.0,1033.95,21647.20,20.25
10067,10067,NIFTY,11-Jan-2024,01-Feb-2024,23250.0,6.9,21647.20,1826.25
10068,10068,NIFTY,11-Jan-2024,01-Feb-2024,20850.0,771.95,21647.20,48.0
10069,10069,NIFTY,11-Jan-2024,01-Feb-2024,21150.0,645.0,21647.20,86.6
10070,10070,NIFTY,11-Jan-2024,01-Feb-2024,22950.0,11.3,21647.20,1548.3
10071,10071,NIFTY,11-Jan-2024,01-Feb-2024,20350.0,1156.6,21647.20,25.0
10072,10072,NIFTY,11-Jan-2024,01-Feb-2024,22650.0,24.65,21647.20,1282.3
10073,10073,NIFTY,11-Jan-2024,01-Feb-2024,23200.0,7.6,21647.20,1779.25
10074,10074,NIFTY,11-Jan-2024,01-Feb-2024,23450.0,5.7,21647.20,2016.15
10075,10075,NIFTY,11-Jan-2024,01-Feb-2024,21950.0,168.4,21647.20,364.35
10076,10076,NIFTY,11-Jan-2024,01-Feb-2024,21500.0,403.25,21647.20,178.75
10077,10077,NIFTY,11-Jan-2024,01-Feb-2024,22250.0,76.35,21647.20,954.35
10078,10078,NIFTY,11-Jan-2024,01-Feb-2024,23300.0,6.2,21647.20,1873.45
10079,10079,NIFTY,11-Jan-2024,01-Feb-2024,20300.0,1198.65,21647.20,14.05
10080,10080,NIFTY,11-Jan-2024,01-Feb-2024,22400.0,50.75,21647.20,1073.1
10081,10081,NIFTY,11-Jan-2024,01-Feb-2024,21400.0,471.6,21647.20,146.05
10082,10082,NIFTY,11-Jan-2024,08-Feb-2024,22850.0,22.2,21647.20,1112.25
10083,10083,NIFTY,11-Jan-2024,08-Feb-2024,21250.0,727.5,21647.20,170.9
10084,10084,NIFTY,11-Jan-2024,08-Feb-2024,22750.0,95.8,21647.20,1028.7
10085,10085,NIFTY,11-Jan-2024,08-Feb-2024,21050.0,875.35,21647.20,92.5
10086,10086,NIFTY,11-Jan-2024,08-Feb-2024,19950.0,1856.4,21647.20,8.85
10087,10087,NIFTY,11-Jan-2024,08-Feb-2024,20400.0,1430.5,21647.20,26.35
10088,10088,NIFTY,11-Jan-2024,08-Feb-2024,20300.0,1523.2,21647.20,23.2
10089,10089,NIFTY,11-Jan-2024,08-Feb-2024,21000.0,914.25,21647.20,82.9
10090,10090,NIFTY,11-Jan-2024,08-Feb-2024,23200.0,40.7,21647.20,1420.5
10091,10091,NIFTY,11-Jan-2024,08-Feb-2024,21900.0,241.5,21647.20,386.9
10092,10092,NIFTY,11-Jan-2024,08-Feb-2024,19750.0,2051.0,21647.20,4.8
10093,10093,NIFTY,11-Jan-2024,08-Feb-2024,22300.0,93.9,21647.20,647.85
10094,10094,NIFTY,11-Jan-2024,08-Feb-2024,22650.0,40.25,21647.20,947.6
10095,10095,NIFTY,11-Jan-2024,08-Feb-2024,22550.0,52.0,21647.20,869.15
10096,10096,NIFTY,11-Jan-2024,08-Feb-2024,21800.0,287.2,21647.20,330.0
10097,10097,NIFTY,11-Jan-2024,08-Feb-2024,20350.0,1476.65,21647.20,26.3
10098,10098,NIFTY,11-Jan-2024,08-Feb-2024,21200.0,763.15,21647.20,117.25
10099,10099,NIFTY,11-Jan-2024,08-Feb-2024,20650.0,1205.85,21647.20,53.4
