,Unnamed: 0,Symbol  ,Date  ,Expiry  ,Strike Price  ,Call Price,Underlying Value  ,Put Price
29644,29644,NIFTY,19-Feb-2024,22-Feb-2024,20700.0,1363.9,22122.25,1.45
29645,29645,NIFTY,19-Feb-2024,22-Feb-2024,22700.0,3.6,22122.25,578.9
29646,29646,NIFTY,19-Feb-2024,22-Feb-2024,23650.0,0.55,22122.25,1430.9
29647,29647,NIFTY,19-Feb-2024,22-Feb-2024,20000.0,2118.8,22122.25,1.15
29648,29648,NIFTY,19-Feb-2024,22-Feb-2024,21050.0,1082.4,22122.25,2.25
29649,29649,NIFTY,19-Feb-2024,22-Feb-2024,20100.0,2061.1,22122.25,1.2
29650,29650,NIFTY,19-Feb-2024,22-Feb-2024,20350.0,1545.5,22122.25,1.3
29651,29651,NIFTY,19-Feb-2024,22-Feb-2024,20850.0,1196.0,22122.25,1.6
29652,29652,NIFTY,19-Feb-2024,22-Feb-2024,23550.0,0.55,22122.25,1935.05
29653,29653,NIFTY,19-Feb-2024,22-Feb-2024,21900.0,280.55,22122.25,57.55
29654,29654,NIFTY,19-Feb-2024,22-Feb-2024,19900.0,2270.0,22122.25,1.2
29655,29655,NIFTY,19-Feb-2024,22-Feb-2024,23250.0,0.85,22122.25,1649.15
29656,29656,NIFTY,19-Feb-2024,22-Feb-2024,22550.0,11.05,22122.25,434.45
29657,29657,NIFTY,19-Feb-2024,22-Feb-2024,23150.0,1.1,22122.25,1008.05
29658,29658,NIFTY,19-Feb-2024,22-Feb-2024,20300.0,1862.0,22122.25,1.3
29659,29659,NIFTY,19-Feb-2024,22-Feb-2024,22150.0,119.45,22122.25,145.15
29660,29660,NIFTY,19-Feb-2024,22-Feb-2024,21800.0,358.9,22122.25,38.8
29661,29661,NIFTY,19-Feb-2024,22-Feb-2024,21350.0,782.0,22122.25,5.8
29662,29662,NIFTY,19-Feb-2024,22-Feb-2024,20200.0,1803.1,22122.25,1.25
29663,29663,NIFTY,19-Feb-2024,22-Feb-2024,22900.0,1.6,22122.25,746.4
29664,29664,NIFTY,19-Feb-2024,22-Feb-2024,22050.0,174.6,22122.25,102.55
29665,29665,NIFTY,19-Feb-2024,22-Feb-2024,22350.0,43.3,22122.25,269.75
29666,29666,NIFTY,19-Feb-2024,22-Feb-2024,21150.0,1000.55,22122.25,3.05
29667,29667,NIFTY,19-Feb-2024,22-Feb-2024,19600.0,2495.3,22122.25,0.95
29668,29668,NIFTY,19-Feb-2024,22-Feb-2024,20900.0,1183.0,22122.25,1.7
29669,29669,NIFTY,19-Feb-2024,22-Feb-2024,22100.0,146.45,22122.25,122.0
29670,29670,NIFTY,19-Feb-2024,22-Feb-2024,21750.0,398.9,22122.25,31.45
29671,29671,NIFTY,19-Feb-2024,22-Feb-2024,23100.0,1.15,22122.25,906.95
29672,29672,NIFTY,19-Feb-2024,22-Feb-2024,20450.0,1450.0,22122.25,1.35
29673,29673,NIFTY,19-Feb-2024,22-Feb-2024,22650.0,5.25,22122.25,512.4
29674,29674,NIFTY,19-Feb-2024,22-Feb-2024,20950.0,1188.45,22122.25,1.85
29675,29675,NIFTY,19-Feb-2024,22-Feb-2024,19850.0,2122.0,22122.25,0.95
29676,29676,NIFTY,19-Feb-2024,22-Feb-2024,20500.0,1616.3,22122.25,1.45
29677,29677,NIFTY,19-Feb-2024,22-Feb-2024,21300.0,827.65,22122.25,4.8
29678,29678,NIFTY,19-Feb-2024,22-Feb-2024,23750.0,0.5,22122.25,2128.95
29679,29679,NIFTY,19-Feb-2024,22-Feb-2024,23600.0,0.55,22122.25,1432.0
29680,29680,NIFTY,19-Feb-2024,22-Feb-2024,21200.0,922.9,22122.25,3.3
29681,29681,NIFTY,19-Feb-2024,22-Feb-2024,22300.0,57.35,22122.25,234.05
29682,29682,NIFTY,19-Feb-2024,22-Feb-2024,22500.0,16.1,22122.25,394.15
29683,29683,NIFTY,19-Feb-2024,29-Feb-2024,23500.0,3.0,22122.25,1320.9
29684,29684,NIFTY,19-Feb-2024,29-Feb-2024,22400.0,112.0,22122.25,337.95
29685,29685,NIFTY,19-Feb-2024,29-Feb-2024,21050.0,1208.15,22122.25,14.85
29686,29686,NIFTY,19-Feb-2024,29-Feb-2024,18850.0,1710.25,22122.25,2.2
29687,29687,NIFTY,19-Feb-2024,29-Feb-2024,22250.0,177.3,22122.25,252.2
29688,29688,NIFTY,19-Feb-2024,29-Feb-2024,20050.0,2032.8,22122.25,3.0
29689,29689,NIFTY,19-Feb-2024,29-Feb-2024,21650.0,579.95,22122.25,63.25
29690,29690,NIFTY,19-Feb-2024,29-Feb-2024,21450.0,762.8,22122.25,38.65
29691,29691,NIFTY,19-Feb-2024,29-Feb-2024,23200.0,5.85,22122.25,970.0
29692,29692,NIFTY,19-Feb-2024,29-Feb-2024,21850.0,423.5,22122.25,102.0
29693,29693,NIFTY,19-Feb-2024,29-Feb-2024,22600.0,55.55,22122.25,482.55
29694,29694,NIFTY,19-Feb-2024,29-Feb-2024,20600.0,1571.1,22122.25,5.55
29695,29695,NIFTY,19-Feb-2024,29-Feb-2024,22900.0,17.35,22122.25,744.75
29696,29696,NIFTY,19-Feb-2024,29-Feb-2024,21700.0,537.6,22122.25,71.0
29697,29697,NIFTY,19-Feb-2024,29-Feb-2024,21750.0,504.6,22122.25,80.95
29698,29698,NIFTY,19-Feb-2024,29-Feb-2024,20150.0,1820.0,22122.25,3.45
29699,29699,NIFTY,19-Feb-2024,29-Feb-2024,19250.0,2660.0,22122.25,4.9
29700,29700,NIFTY,19-Feb-2024,29-Feb-2024,23350.0,3.9,22122.25,1496.75
29701,29701,NIFTY,19-Feb-2024,29-Feb-2024,23700.0,2.3,22122.25,1508.4
29702,29702,NIFTY,19-Feb-2024,29-Feb-2024,19950.0,2160.0,22122.25,2.75
29703,29703,NIFTY,19-Feb-2024,29-Feb-2024,20850.0,1235.55,22122.25,9.2
29704,29704,NIFTY,19-Feb-2024,29-Feb-2024,21350.0,841.7,22122.25,29.35
29705,29705,NIFTY,19-Feb-2024,29-Feb-2024,20400.0,1805.0,22122.25,4.05
29706,29706,NIFTY,19-Feb-2024,29-Feb-2024,19150.0,2340.0,22122.25,136.4
29707,29707,NIFTY,19-Feb-2024,29-Feb-2024,18750.0,3076.0,22122.25,2.0
29708,29708,NIFTY,19-Feb-2024,29-Feb-2024,23300.0,4.35,22122.25,1065.0
29709,29709,NIFTY,19-Feb-2024,29-Feb-2024,21800.0,463.75,22122.25,90.65
29710,29710,NIFTY,19-Feb-2024,29-Feb-2024,19300.0,2900.0,22122.25,2.0
29711,29711,NIFTY,19-Feb-2024,29-Feb-2024,19800.0,2385.0,22122.25,2.5
29712,29712,NIFTY,19-Feb-2024,29-Feb-2024,22300.0,153.1,22122.25,279.55
29713,29713,NIFTY,19-Feb-2024,29-Feb-2024,22500.0,81.1,22122.25,408.05
29714,29714,NIFTY,19-Feb-2024,29-Feb-2024,23650.0,2.4,22122.25,1632.85
29715,29715,NIFTY,19-Feb-2024,29-Feb-2024,20200.0,1980.0,22122.25,3.55
29716,29716,NIFTY,19-Feb-2024,29-Feb-2024,19000.0,3163.85,22122.25,1.75
29717,29717,NIFTY,19-Feb-2024,29-Feb-2024,22800.0,25.15,22122.25,652.35
29718,29718,NIFTY,19-Feb-2024,29-Feb-2024,21600.0,619.6,22122.25,55.55
29719,29719,NIFTY,19-Feb-2024,29-Feb-2024,22350.0,132.65,22122.25,306.35
29720,29720,NIFTY,19-Feb-2024,29-Feb-2024,20500.0,1668.3,22122.25,4.95
29721,29721,NIFTY,19-Feb-2024,29-Feb-2024,20000.0,2176.3,22122.25,3.05
29722,29722,NIFTY,19-Feb-2024,29-Feb-2024,23100.0,8.55,22122.25,940.35
29723,29723,NIFTY,19-Feb-2024,29-Feb-2024,20250.0,1650.0,22122.25,3.65
29724,29724,NIFTY,19-Feb-2024,29-Feb-2024,20800.0,1431.1,22122.25,8.3
29725,29725,NIFTY,19-Feb-2024,29-Feb-2024,18950.0,2410.0,22122.25,2.65
29726,29726,NIFTY,19-Feb-2024,29-Feb-2024,23850.0,1.65,22122.25,1950.85
29727,29727,NIFTY,19-Feb-2024,29-Feb-2024,23400.0,3.2,22122.25,1433.25
29728,29728,NIFTY,19-Feb-2024,29-Feb-2024,20100.0,2140.0,22122.25,3.15
29729,29729,NIFTY,19-Feb-2024,29-Feb-2024,18700.0,3370.1,22122.25,1.55
29730,29730,NIFTY,19-Feb-2024,29-Feb-2024,20350.0,1740.0,22122.25,3.9
29731,29731,NIFTY,19-Feb-2024,29-Feb-2024,21100.0,1085.7,22122.25,16.15
29732,29732,NIFTY,19-Feb-2024,29-Feb-2024,20300.0,1919.6,22122.25,3.9
29733,29733,NIFTY,19-Feb-2024,29-Feb-2024,19100.0,3130.0,22122.25,1.85
29734,29734,NIFTY,19-Feb-2024,29-Feb-2024,21400.0,811.75,22122.25,33.8
29735,29735,NIFTY,19-Feb-2024,29-Feb-2024,22700.0,38.05,22122.25,567.35
29736,29736,NIFTY,19-Feb-2024,29-Feb-2024,23600.0,2.5,22122.25,1624.85
29737,29737,NIFTY,19-Feb-2024,29-Feb-2024,22650.0,46.6,22122.25,518.2
29738,29738,NIFTY,19-Feb-2024,29-Feb-2024,23150.0,7.4,22122.25,1190.0
29739,29739,NIFTY,19-Feb-2024,29-Feb-2024,23450.0,3.1,22122.25,2407.4
29740,29740,NIFTY,19-Feb-2024,29-Feb-2024,22550.0,67.5,22122.25,448.35
29741,29741,NIFTY,19-Feb-2024,29-Feb-2024,20650.0,1580.0,22122.25,6.4
29742,29742,NIFTY,19-Feb-2024,29-Feb-2024,19700.0,2469.5,22122.25,2.5
29743,29743,NIFTY,19-Feb-2024,29-Feb-2024,21300.0,888.3,22122.25,25.55
29744,29744,NIFTY,19-Feb-2024,29-Feb-2024,22750.0,31.65,22122.25,853.7
29745,29745,NIFTY,19-Feb-2024,29-Feb-2024,20900.0,1302.5,22122.25,10.3
29746,29746,NIFTY,19-Feb-2024,29-Feb-2024,23800.0,1.8,22122.25,1625.0
29747,29747,NIFTY,19-Feb-2024,29-Feb-2024,21950.0,351.85,22122.25,129.85
29748,29748,NIFTY,19-Feb-2024,29-Feb-2024,23250.0,5.3,22122.25,1070.0
29749,29749,NIFTY,19-Feb-2024,29-Feb-2024,19650.0,2456.7,22122.25,2.5
29750,29750,NIFTY,19-Feb-2024,29-Feb-2024,22200.0,201.3,22122.25,229.7
29751,29751,NIFTY,19-Feb-2024,29-Feb-2024,20750.0,1180.0,22122.25,7.8
29752,29752,NIFTY,19-Feb-2024,29-Feb-2024,21200.0,985.1,22122.25,20.3
29753,29753,NIFTY,19-Feb-2024,29-Feb-2024,22100.0,256.8,22122.25,184.5
29754,29754,NIFTY,19-Feb-2024,29-Feb-2024,22150.0,229.35,22122.25,206.15
29755,29755,NIFTY,19-Feb-2024,29-Feb-2024,22950.0,15.15,22122.25,944.75
29756,29756,NIFTY,19-Feb-2024,29-Feb-2024,23750.0,2.15,22122.25,1628.35
29757,29757,NIFTY,19-Feb-2024,29-Feb-2024,21900.0,389.4,22122.25,115.45
29758,29758,NIFTY,19-Feb-2024,29-Feb-2024,19550.0,1159.6,22122.25,2.2
29759,29759,NIFTY,19-Feb-2024,29-Feb-2024,21250.0,984.25,22122.25,23.15
29760,29760,NIFTY,19-Feb-2024,29-Feb-2024,22000.0,318.25,22122.25,145.95
29761,29761,NIFTY,19-Feb-2024,29-Feb-2024,18900.0,3180.0,22122.25,1.85
29762,29762,NIFTY,19-Feb-2024,29-Feb-2024,19900.0,2320.0,22122.25,2.8
29763,29763,NIFTY,19-Feb-2024,29-Feb-2024,22450.0,96.15,22122.25,377.4
29764,29764,NIFTY,19-Feb-2024,29-Feb-2024,23000.0,13.1,22122.25,838.05
29765,29765,NIFTY,19-Feb-2024,29-Feb-2024,20700.0,1474.9,22122.25,6.9
29766,29766,NIFTY,19-Feb-2024,29-Feb-2024,23050.0,10.55,22122.25,931.7
29767,29767,NIFTY,19-Feb-2024,29-Feb-2024,20950.0,1145.0,22122.25,11.55
29768,29768,NIFTY,19-Feb-2024,29-Feb-2024,21550.0,669.55,22122.25,49.0
29769,29769,NIFTY,19-Feb-2024,29-Feb-2024,21000.0,1176.95,22122.25,13.55
29770,29770,NIFTY,19-Feb-2024,29-Feb-2024,22050.0,287.6,22122.25,165.05
29771,29771,NIFTY,19-Feb-2024,29-Feb-2024,22850.0,20.85,22122.25,677.0
29772,29772,NIFTY,19-Feb-2024,29-Feb-2024,19350.0,2740.0,22122.25,2.35
29773,29773,NIFTY,19-Feb-2024,29-Feb-2024,18650.0,3149.8,22122.25,1.6
29774,29774,NIFTY,19-Feb-2024,29-Feb-2024,19600.0,2628.7,22122.25,2.3
29775,29775,NIFTY,19-Feb-2024,29-Feb-2024,20550.0,1620.0,22122.25,5.4
29776,29776,NIFTY,19-Feb-2024,29-Feb-2024,19500.0,2667.5,22122.25,2.15
29777,29777,NIFTY,19-Feb-2024,29-Feb-2024,19850.0,2110.0,22122.25,2.75
29778,29778,NIFTY,19-Feb-2024,29-Feb-2024,20450.0,1403.0,22122.25,4.6
29779,29779,NIFTY,19-Feb-2024,29-Feb-2024,21500.0,715.15,22122.25,43.85
29780,29780,NIFTY,19-Feb-2024,29-Feb-2024,19450.0,1231.75,22122.25,2.25
29781,29781,NIFTY,19-Feb-2024,29-Feb-2024,19050.0,2476.45,22122.25,119.05
29782,29782,NIFTY,19-Feb-2024,29-Feb-2024,19200.0,2969.0,22122.25,1.7
29783,29783,NIFTY,19-Feb-2024,29-Feb-2024,21150.0,1040.15,22122.25,18.3
29784,29784,NIFTY,19-Feb-2024,29-Feb-2024,19750.0,1930.05,22122.25,2.4
29785,29785,NIFTY,19-Feb-2024,29-Feb-2024,23550.0,2.75,22122.25,1866.75
29786,29786,NIFTY,19-Feb-2024,29-Feb-2024,18800.0,2950.0,22122.25,1.6
29787,29787,NIFTY,19-Feb-2024,29-Feb-2024,19400.0,2710.0,22122.25,2.1
29788,29788,NIFTY,19-Feb-2024,07-Mar-2024,22250.0,277.65,22122.25,293.85
29789,29789,NIFTY,19-Feb-2024,07-Mar-2024,20450.0,1425.7,22122.25,34.45
29790,29790,NIFTY,19-Feb-2024,07-Mar-2024,20650.0,1246.7,22122.25,31.4
29791,29791,NIFTY,19-Feb-2024,07-Mar-2024,23600.0,8.7,22122.25,1758.35
29792,29792,NIFTY,19-Feb-2024,07-Mar-2024,23100.0,30.55,22122.25,1276.65
29793,29793,NIFTY,19-Feb-2024,07-Mar-2024,21400.0,932.0,22122.25,62.5
29794,29794,NIFTY,19-Feb-2024,07-Mar-2024,21200.0,1020.0,22122.25,41.85
29795,29795,NIFTY,19-Feb-2024,07-Mar-2024,21550.0,800.0,22122.25,82.65
29796,29796,NIFTY,19-Feb-2024,07-Mar-2024,20800.0,1117.65,22122.25,18.8
29797,29797,NIFTY,19-Feb-2024,07-Mar-2024,23050.0,34.95,22122.25,1255.8
29798,29798,NIFTY,19-Feb-2024,07-Mar-2024,23250.0,20.4,22122.25,1433.7
29799,29799,NIFTY,19-Feb-2024,07-Mar-2024,21300.0,1042.7,22122.25,50.8
29800,29800,NIFTY,19-Feb-2024,07-Mar-2024,23300.0,17.7,22122.25,1479.15
29801,29801,NIFTY,19-Feb-2024,07-Mar-2024,20000.0,2150.0,22122.25,7.25
29802,29802,NIFTY,19-Feb-2024,07-Mar-2024,21700.0,656.8,22122.25,110.35
29803,29803,NIFTY,19-Feb-2024,07-Mar-2024,22400.0,205.6,22122.25,369.7
29804,29804,NIFTY,19-Feb-2024,07-Mar-2024,22800.0,71.95,22122.25,1044.05
29805,29805,NIFTY,19-Feb-2024,07-Mar-2024,21950.0,458.95,22122.25,176.7
29806,29806,NIFTY,19-Feb-2024,07-Mar-2024,23550.0,7.6,22122.25,1711.15
29807,29807,NIFTY,19-Feb-2024,07-Mar-2024,20200.0,1658.1,22122.25,18.55
29808,29808,NIFTY,19-Feb-2024,07-Mar-2024,23700.0,6.75,22122.25,1853.35
29809,29809,NIFTY,19-Feb-2024,07-Mar-2024,23800.0,6.65,22122.25,1949.15
29810,29810,NIFTY,19-Feb-2024,07-Mar-2024,22950.0,47.95,22122.25,1169.5
29811,29811,NIFTY,19-Feb-2024,07-Mar-2024,23000.0,40.35,22122.25,1249.0
29812,29812,NIFTY,19-Feb-2024,07-Mar-2024,23400.0,13.75,22122.25,1571.1
29813,29813,NIFTY,19-Feb-2024,07-Mar-2024,20350.0,1517.65,22122.25,23.35
29814,29814,NIFTY,19-Feb-2024,07-Mar-2024,21650.0,697.65,22122.25,100.7
29815,29815,NIFTY,19-Feb-2024,07-Mar-2024,21600.0,739.8,22122.25,91.8
29816,29816,NIFTY,19-Feb-2024,07-Mar-2024,22350.0,227.95,22122.25,338.95
29817,29817,NIFTY,19-Feb-2024,07-Mar-2024,22300.0,252.0,22122.25,316.45
29818,29818,NIFTY,19-Feb-2024,07-Mar-2024,20600.0,1290.75,22122.25,27.15
29819,29819,NIFTY,19-Feb-2024,07-Mar-2024,21000.0,1164.75,22122.25,28.3
29820,29820,NIFTY,19-Feb-2024,07-Mar-2024,21500.0,807.85,22122.25,75.25
29821,29821,NIFTY,19-Feb-2024,07-Mar-2024,23500.0,10.65,22122.25,1664.2
29822,29822,NIFTY,19-Feb-2024,07-Mar-2024,21350.0,822.45,22122.25,56.1
29823,29823,NIFTY,19-Feb-2024,07-Mar-2024,20850.0,1075.8,22122.25,20.65
29824,29824,NIFTY,19-Feb-2024,07-Mar-2024,21150.0,838.8,22122.25,37.85
29825,29825,NIFTY,19-Feb-2024,07-Mar-2024,19950.0,2320.0,22122.25,6.6
29826,29826,NIFTY,19-Feb-2024,07-Mar-2024,20500.0,1380.3,22122.25,11.45
29827,29827,NIFTY,19-Feb-2024,07-Mar-2024,23350.0,36.65,22122.25,1524.95
29828,29828,NIFTY,19-Feb-2024,07-Mar-2024,19850.0,1994.1,22122.25,7.05
29829,29829,NIFTY,19-Feb-2024,07-Mar-2024,21800.0,560.05,22122.25,135.1
29830,29830,NIFTY,19-Feb-2024,07-Mar-2024,20250.0,1611.0,22122.25,19.9
29831,29831,NIFTY,19-Feb-2024,07-Mar-2024,22900.0,55.05,22122.25,1127.15
29832,29832,NIFTY,19-Feb-2024,07-Mar-2024,23450.0,11.7,22122.25,1617.5
29833,29833,NIFTY,19-Feb-2024,07-Mar-2024,23150.0,27.15,22122.25,1343.9
29834,29834,NIFTY,19-Feb-2024,07-Mar-2024,22150.0,332.2,22122.25,250.5
29835,29835,NIFTY,19-Feb-2024,07-Mar-2024,20300.0,1564.15,22122.25,23.2
29836,29836,NIFTY,19-Feb-2024,07-Mar-2024,21850.0,540.0,22122.25,149.15
29837,29837,NIFTY,19-Feb-2024,07-Mar-2024,21100.0,876.45,22122.25,34.7
29838,29838,NIFTY,19-Feb-2024,07-Mar-2024,22050.0,394.05,22122.25,210.7
29839,29839,NIFTY,19-Feb-2024,07-Mar-2024,20700.0,1203.15,22122.25,15.95
29840,29840,NIFTY,19-Feb-2024,07-Mar-2024,23750.0,15.65,22122.25,1901.15
29841,29841,NIFTY,19-Feb-2024,07-Mar-2024,21250.0,765.75,22122.25,168.85
29842,29842,NIFTY,19-Feb-2024,07-Mar-2024,22000.0,423.3,22122.25,195.4
29843,29843,NIFTY,19-Feb-2024,07-Mar-2024,20100.0,1753.05,22122.25,11.85
29844,29844,NIFTY,19-Feb-2024,07-Mar-2024,23200.0,23.65,22122.25,1388.6
29845,29845,NIFTY,19-Feb-2024,07-Mar-2024,22750.0,90.8,22122.25,1003.35
29846,29846,NIFTY,19-Feb-2024,07-Mar-2024,22650.0,110.4,22122.25,923.95
29847,29847,NIFTY,19-Feb-2024,07-Mar-2024,20400.0,1471.5,22122.25,30.6
29848,29848,NIFTY,19-Feb-2024,07-Mar-2024,20050.0,2210.0,22122.25,12.0
29849,29849,NIFTY,19-Feb-2024,07-Mar-2024,22500.0,163.45,22122.25,431.75
29850,29850,NIFTY,19-Feb-2024,07-Mar-2024,21750.0,615.55,22122.25,122.0
29851,29851,NIFTY,19-Feb-2024,07-Mar-2024,20950.0,994.0,22122.25,25.55
29852,29852,NIFTY,19-Feb-2024,07-Mar-2024,19900.0,2100.0,22122.25,8.15
29853,29853,NIFTY,19-Feb-2024,07-Mar-2024,20550.0,1335.3,22122.25,43.35
29854,29854,NIFTY,19-Feb-2024,07-Mar-2024,22450.0,181.55,22122.25,405.0
29855,29855,NIFTY,19-Feb-2024,07-Mar-2024,22550.0,142.95,22122.25,848.15
29856,29856,NIFTY,19-Feb-2024,07-Mar-2024,23650.0,7.9,22122.25,1805.75
29857,29857,NIFTY,19-Feb-2024,07-Mar-2024,22850.0,62.6,22122.25,1085.3
29858,29858,NIFTY,19-Feb-2024,07-Mar-2024,20750.0,1160.1,22122.25,16.25
29859,29859,NIFTY,19-Feb-2024,07-Mar-2024,22600.0,128.05,22122.25,495.5
29860,29860,NIFTY,19-Feb-2024,07-Mar-2024,22100.0,364.45,22122.25,230.9
29861,29861,NIFTY,19-Feb-2024,07-Mar-2024,22200.0,305.55,22122.25,271.75
29862,29862,NIFTY,19-Feb-2024,07-Mar-2024,21450.0,630.3,22122.25,66.95
29863,29863,NIFTY,19-Feb-2024,07-Mar-2024,21900.0,495.7,22122.25,160.9
29864,29864,NIFTY,19-Feb-2024,07-Mar-2024,22700.0,96.45,22122.25,963.35
29865,29865,NIFTY,19-Feb-2024,07-Mar-2024,20900.0,1034.55,22122.25,22.5
29866,29866,NIFTY,19-Feb-2024,07-Mar-2024,21050.0,1130.45,22122.25,30.7
29867,29867,NIFTY,19-Feb-2024,07-Mar-2024,20150.0,1705.45,22122.25,16.3
29868,29868,NIFTY,19-Feb-2024,14-Mar-2024,20050.0,1820.8,22122.25,25.85
29869,29869,NIFTY,19-Feb-2024,14-Mar-2024,23300.0,17.9,22122.25,1458.6
29870,29870,NIFTY,19-Feb-2024,14-Mar-2024,22150.0,403.45,22122.25,290.1
29871,29871,NIFTY,19-Feb-2024,14-Mar-2024,21000.0,969.05,22122.25,46.9
29872,29872,NIFTY,19-Feb-2024,14-Mar-2024,22500.0,217.6,22122.25,448.0
29873,29873,NIFTY,19-Feb-2024,14-Mar-2024,20850.0,1091.9,22122.25,76.7
29874,29874,NIFTY,19-Feb-2024,14-Mar-2024,20550.0,1353.25,22122.25,40.2
29875,29875,NIFTY,19-Feb-2024,14-Mar-2024,20600.0,1308.45,22122.25,45.0
29876,29876,NIFTY,19-Feb-2024,14-Mar-2024,21850.0,424.35,22122.25,180.75
29877,29877,NIFTY,19-Feb-2024,14-Mar-2024,23100.0,57.8,22122.25,1279.45
29878,29878,NIFTY,19-Feb-2024,14-Mar-2024,22900.0,110.0,22122.25,1107.45
29879,29879,NIFTY,19-Feb-2024,14-Mar-2024,21150.0,852.6,22122.25,135.3
29880,29880,NIFTY,19-Feb-2024,14-Mar-2024,20800.0,1134.1,22122.25,47.2
29881,29881,NIFTY,19-Feb-2024,14-Mar-2024,21900.0,555.3,22122.25,198.3
29882,29882,NIFTY,19-Feb-2024,14-Mar-2024,20450.0,1444.15,22122.25,31.8
29883,29883,NIFTY,19-Feb-2024,14-Mar-2024,20500.0,1398.5,22122.25,21.3
29884,29884,NIFTY,19-Feb-2024,14-Mar-2024,20250.0,1630.25,22122.25,19.3
29885,29885,NIFTY,19-Feb-2024,14-Mar-2024,20950.0,1009.35,22122.25,93.45
29886,29886,NIFTY,19-Feb-2024,14-Mar-2024,20750.0,1176.9,22122.25,62.4
29887,29887,NIFTY,19-Feb-2024,14-Mar-2024,23500.0,27.25,22122.25,1643.35
29888,29888,NIFTY,19-Feb-2024,14-Mar-2024,21600.0,778.35,22122.25,118.85
29889,29889,NIFTY,19-Feb-2024,14-Mar-2024,22450.0,208.0,22122.25,755.65
29890,29890,NIFTY,19-Feb-2024,14-Mar-2024,22300.0,342.05,22122.25,365.0
29891,29891,NIFTY,19-Feb-2024,14-Mar-2024,23650.0,19.75,22122.25,1784.8
29892,29892,NIFTY,19-Feb-2024,14-Mar-2024,20350.0,1536.55,22122.25,24.9
29893,29893,NIFTY,19-Feb-2024,14-Mar-2024,22600.0,184.65,22122.25,866.75
29894,29894,NIFTY,19-Feb-2024,14-Mar-2024,19950.0,1917.3,22122.25,19.8
29895,29895,NIFTY,19-Feb-2024,14-Mar-2024,20400.0,1490.2,22122.25,28.2
29896,29896,NIFTY,19-Feb-2024,14-Mar-2024,22650.0,47.2,22122.25,905.2
29897,29897,NIFTY,19-Feb-2024,14-Mar-2024,23000.0,73.45,22122.25,1192.45
29898,29898,NIFTY,19-Feb-2024,14-Mar-2024,23750.0,15.8,22122.25,1880.15
29899,29899,NIFTY,19-Feb-2024,14-Mar-2024,22800.0,123.45,22122.25,1024.7
29900,29900,NIFTY,19-Feb-2024,14-Mar-2024,22850.0,115.4,22122.25,1073.3
29901,29901,NIFTY,19-Feb-2024,14-Mar-2024,20000.0,1868.95,22122.25,3.25
29902,29902,NIFTY,19-Feb-2024,14-Mar-2024,22350.0,252.0,22122.25,685.65
29903,29903,NIFTY,19-Feb-2024,14-Mar-2024,19900.0,1965.8,22122.25,7.3
29904,29904,NIFTY,19-Feb-2024,14-Mar-2024,23350.0,37.15,22122.25,1504.3
29905,29905,NIFTY,19-Feb-2024,14-Mar-2024,21950.0,257.95,22122.25,213.2
29906,29906,NIFTY,19-Feb-2024,14-Mar-2024,23400.0,27.2,22122.25,1550.35
29907,29907,NIFTY,19-Feb-2024,14-Mar-2024,21350.0,708.3,22122.25,189.6
29908,29908,NIFTY,19-Feb-2024,14-Mar-2024,20150.0,2002.3,22122.25,28.1
29909,29909,NIFTY,19-Feb-2024,14-Mar-2024,23200.0,50.0,22122.25,1368.2
29910,29910,NIFTY,19-Feb-2024,14-Mar-2024,22200.0,360.5,22122.25,319.1
29911,29911,NIFTY,19-Feb-2024,14-Mar-2024,23250.0,45.35,22122.25,1413.2
29912,29912,NIFTY,19-Feb-2024,14-Mar-2024,22050.0,441.5,22122.25,256.3
29913,29913,NIFTY,19-Feb-2024,14-Mar-2024,23450.0,29.45,22122.25,1596.7
29914,29914,NIFTY,19-Feb-2024,14-Mar-2024,19850.0,2014.4,22122.25,6.3
29915,29915,NIFTY,19-Feb-2024,14-Mar-2024,23600.0,22.0,22122.25,1737.4
29916,29916,NIFTY,19-Feb-2024,14-Mar-2024,21200.0,800.0,22122.25,115.0
29917,29917,NIFTY,19-Feb-2024,14-Mar-2024,20650.0,1264.1,22122.25,50.3
29918,29918,NIFTY,19-Feb-2024,14-Mar-2024,21500.0,861.25,22122.25,107.25
29919,29919,NIFTY,19-Feb-2024,14-Mar-2024,20900.0,1050.3,22122.25,84.75
29920,29920,NIFTY,19-Feb-2024,14-Mar-2024,22100.0,433.4,22122.25,273.3
29921,29921,NIFTY,19-Feb-2024,14-Mar-2024,21550.0,490.0,22122.25,122.5
29922,29922,NIFTY,19-Feb-2024,14-Mar-2024,22950.0,79.7,22122.25,1149.7
29923,29923,NIFTY,19-Feb-2024,14-Mar-2024,21300.0,1070.0,22122.25,69.95
29924,29924,NIFTY,19-Feb-2024,14-Mar-2024,20200.0,1677.55,22122.25,16.95
29925,29925,NIFTY,19-Feb-2024,14-Mar-2024,23700.0,17.65,22122.25,1832.35
29926,29926,NIFTY,19-Feb-2024,14-Mar-2024,22750.0,112.8,22122.25,984.2
29927,29927,NIFTY,19-Feb-2024,14-Mar-2024,22000.0,481.4,22122.25,235.55
29928,29928,NIFTY,19-Feb-2024,14-Mar-2024,20100.0,1772.85,22122.25,9.8
29929,29929,NIFTY,19-Feb-2024,14-Mar-2024,21750.0,588.95,22122.25,154.5
