RELIANCE.BO,HDFCBANK.BO,INFY.BO,ICICIBANK.BO,TCS.BO,KOTAKBANK.BO,HINDUNILVR.BO,BHARTIARTL.BO,LT.BO,SBIN.BO,ASHOKLEY.BO,BIOCON.BO,GLENMARK.BO,JSWSTEEL.BO,MRF.BO,PIDILITIND.BO,TORNTPHARMA.BO,UBL.BO,ZEEL.BO,PETRONET.BO,BSESN
1228.000732,910.313171,616.673584,326.883698,1677.386108,1128.840698,2280.859619,496.352631,859.641785,181.375702,43.791824,356.32489,312.50705,158.930542,58776.82813,1463.353027,1147.44751,918.594604,127.907936,197.895004,31379.55
1354.47168,917.876465,625.440735,331.369659,1710.166138,1149.361572,2350.131592,496.749023,841.869385,185.005203,44.635887,359.969025,315.132324,160.42424,58121.75,1523.885986,1196.273804,918.743652,149.868927,204.431656,31863.08
1362.568604,943.927795,660.899109,347.834625,1812.223755,1248.070801,2280.367188,491.199341,830.021118,183.239502,46.373657,346.98996,336.976593,159.279053,58592.34766,1526.811035,1184.50769,913.925171,155.952698,205.490417,31327.22
1408.119995,927.021606,641.270325,330.137268,1755.643066,1238.434448,2247.922119,489.911011,839.845276,176.274826,44.635887,356.674347,341.830872,152.607162,58683.98828,1492.454346,1189.644653,873.986267,143.438904,201.16333,31743.08
1420.985718,919.309998,647.066467,342.855713,1773.988403,1302.193726,2285.044678,490.109222,844.732666,177.402908,43.990425,362.464996,338.660767,156.540588,59086.64844,1527.703369,1226.68042,902.003113,147.98938,207.653961,32114.52
1418.799927,920.842468,643.949219,354.637512,1795.326904,1324.21228,2255.307129,481.338684,846.164368,180.787155,44.18903,351.532654,324.741821,158.68158,58980.68359,1541.287354,1213.05481,924.406616,150.858154,206.595184,32720.16
1416.912354,965.678406,660.168518,365.039032,1839.548584,1325.011108,2197.900391,491.793945,865.565918,186.37851,47.614922,351.4328,326.624115,163.461441,59082.20703,1504.352783,1183.92041,937.272522,157.634415,216.538284,33717.62
1457.496338,990.39502,697.672546,374.553223,1945.420166,1355.018311,2162.057861,509.731384,886.00415,186.770874,51.984173,353.379669,334.054169,180.141174,60417.42188,1513.524414,1147.031494,932.106262,157.535477,223.94957,31715.35
1426.05249,912.587097,656.320618,333.48941,1862.67334,1276.030884,2050.395508,527.520264,839.993347,175.391983,49.005135,357.273376,334.351349,162.963531,57929.03125,1409.859863,1161.977905,963.799072,144.873291,212.625488,31453.51
1451.485718,901.316345,656.807739,326.193542,1864.942505,1237.685547,2010.56543,523.110168,826.565369,167.250183,48.111427,349.136536,321.720276,163.312073,57644.11328,1381.89856,1157.109985,904.288147,146.604446,210.968323,31685.75
1452.13147,935.573547,648.966003,336.595093,1838.631348,1243.627197,1979.055664,541.146729,827.059021,167.789703,47.267365,352.63089,331.775604,165.004944,58336.38281,1418.238281,1135.485352,891.024841,151.253845,215.019211,31443.38
1497.43457,914.465576,647.845703,332.010498,1826.079346,1197.79248,1961.971436,523.060608,812.298035,167.446365,45.827499,349.086578,332.914856,171.527466,58722.82422,1340.849121,1152.462036,868.770386,145.862518,209.403198,31642.7
1551.629395,918.420227,657.197449,332.99646,1828.251831,1216.915283,2056.353027,525.240906,805.732117,163.522614,46.72121,358.621216,330.586823,168.042145,58657.03125,1355.87085,1194.879639,884.61676,148.978622,206.825363,31561.22
1566.481934,905.567566,665.087891,315.594849,1868.611572,1187.3573,2018.442871,531.286072,811.11322,162.296432,48.458981,351.033447,332.270935,173.867615,58772.28516,1365.984497,1220.246704,879.996948,153.825851,215.29541,31371.12
1470.610474,890.935364,669.958496,316.876556,1881.790894,1157.599731,1980.434204,554.624695,804.497925,163.522614,48.210728,342.846649,329.1008,177.352936,57642.36719,1344.517822,1196.273804,884.666443,153.281769,212.671539,32008.61
1486.655273,916.937256,675.949463,332.848541,1882.273682,1184.811035,1964.531616,550.759644,852.582153,170.78157,48.409328,336.75647,333.707397,181.684677,58948.83594,1373.272339,1175.921387,909.702759,163.668732,213.454086,31122.89
1426.102173,883.767517,641.0755,322.841431,1835.300293,1172.079224,1975.609375,534.80426,860.777222,164.748795,48.905834,334.759705,343.168304,174.465088,58054.51563,1349.87207,1178.489868,933.298523,167.724594,213.408066,31097.73
1449.399414,878.132141,635.425537,318.108978,1828.058716,1176.17334,2001.06311,549.124451,853.273315,163.228333,46.820511,327.870819,336.431763,173.419495,58037.59375,1361.27478,1204.957886,907.566711,162.481644,210.093689,30028.98
1431.268311,826.919312,646.433228,294.446747,1877.832275,1111.86499,1975.116943,533.317688,803.164978,152.437988,43.543571,331.015747,323.85022,162.565216,56316.73438,1333.710083,1222.717529,874.731384,147.742065,201.991913,30196.17
1398.97998,822.074829,651.644836,296.172119,1881.115234,1129.040527,1944.247314,593.77002,786.379944,149.936615,42.798813,335.957794,329.19986,168.689423,56719.69531,1351.656738,1223.328979,868.670959,148.63237,206.27298,30818.61
1425.307373,848.274475,652.862549,301.791901,1885.17041,1161.594116,1961.626831,588.715759,824.491882,150.525162,43.047066,346.740356,340.69162,170.382294,57180.55469,1359.48999,1257.160156,869.366455,151.847382,209.449249,30932.9
1430.672241,850.054016,654.615967,300.066528,1922.923096,1148.16333,1940.702393,588.91394,810.027161,149.053757,45.777847,354.727478,346.586121,169.087753,57369.23828,1407.628906,1281.328857,920.084839,152.045227,216.170029,30672.59
1422.2771,829.390991,674.342102,287.101624,1949.378906,1158.598267,1957.934326,587.675171,805.633362,147.974731,43.295319,349.485931,348.517914,165.602432,57361.94922,1386.905762,1271.984253,907.020264,161.393494,212.671539,30609.3
1414.428589,843.677124,662.555176,288.432587,1876.384033,1150.809448,1947.1521,554.12915,815.358826,148.514236,43.196018,358.022186,344.802887,175.411102,57652.59766,1401.481323,1262.859863,919.538452,163.371948,214.512848,31605.22
1437.527222,893.555298,687.054443,314.313141,1936.006104,1215.017944,1966.894897,557.94458,839.795898,155.577011,42.898113,349.735535,345.446869,184.423141,57934.11719,1390.871948,1175.921387,925.201416,162.728958,215.709702,32200.59
1463.059937,934.337708,688.954041,322.151276,1936.102661,1226.60144,1978.464844,557.647278,891.63208,155.28273,44.040077,344.993195,340.146759,183.477127,58363.28516,1413.082275,1153.220337,937.81897,178.804001,219.346283,32424.1
1455.658325,940.467468,673.465332,327.425964,1903.612183,1221.958008,2025.384644,547.439758,920.512268,157.244614,42.203007,354.128479,351.58902,183.178391,59003.28906,1456.065308,1156.963135,950.436462,181.425476,233.892654,33303.52
1510.548584,975.713379,681.404541,334.228851,1974.193237,1247.47168,2074.421631,554.030029,916.414795,166.808762,46.125404,385.028564,365.111633,193.136444,61380.12891,1461.221069,1137.78479,958.881287,183.89856,226.757568,33825.53
1526.09668,989.554688,689.733337,343.595154,1976.365723,1341.287842,2075.012695,552.989502,933.446655,167.004944,47.366669,382.083344,385.123199,191.443573,62552.07813,1477.779785,1159.409302,959.179321,196.906982,224.64006,34109.54
1532.405273,1010.514343,683.206665,351.630432,1974.869141,1385.624634,2087.517822,546.746033,949.046875,171.517273,46.820511,381.733917,386.609222,191.891678,61680.36719,1497.610474,1128.293457,926.343994,193.790894,233.064056,33980.7
1569.661011,991.878052,689.489807,342.954285,2021.746216,1331.901367,2087.813232,568.003418,919.228699,170.732529,45.430294,393.015686,391.810211,191.244415,61519.09375,1485.662476,1157.354614,940.948425,203.534851,234.122818,34287.24
1570.306763,1023.020996,685.544556,352.221985,1977.524536,1337.693115,2055.220459,579.647888,943.221497,184.220444,47.962475,388.972229,398.843994,196.173645,63426.78125,1495.974365,1158.308594,1011.089905,204.078934,235.641891,34370.58
1559.825684,1003.939758,701.910034,355.031891,2000.02124,1335.795654,2078.458984,579.499268,949.096252,183.239502,52.778584,380.685577,395.971039,194.132248,64156.98047,1479.366211,1157.476929,1011.636353,194.879059,237.114929,33956.69
1527.090088,975.762817,699.182434,343.841614,2001.904541,1301.894043,2074.028076,562.503235,940.950562,180.934296,50.395355,381.035034,397.952393,189.252808,63824.25391,1455.172852,1161.977905,1004.383789,190.279129,237.299072,34247.05
1561.762939,980.5578,697.331543,348.426178,2035.650024,1332.350708,2086.878174,562.156372,934.779602,184.220444,52.331726,389.421478,398.249573,190.198822,63722.87891,1442.580444,1202.585083,1002.496094,187.707108,232.972,33538.37
1527.487671,957.670227,685.398438,336.348572,1996.545776,1296.80127,2075.751221,546.646912,918.340088,173.822479,50.742905,386.27655,380.516571,183.875443,62815.23047,1405.49707,1196.34729,990.723083,174.105148,234.997421,33780.89
1578.453613,971.857544,674.195984,339.404968,1968.448364,1277.728638,2073.929443,554.872437,914.193237,175.833405,51.984173,383.930328,399.785126,188.207199,63582.26563,1418.436646,1216.088257,1007.364258,166.784821,239.41658,33228.8
1604.482788,940.022522,669.471436,326.242859,1960.096558,1247.77124,2050.887939,545.903625,888.275146,170.732529,51.388367,386.925507,391.513031,183.029022,62939.35938,1419.081055,1201.655518,999.465881,163.668732,237.667328,33605.22
1606.966675,979.124207,682.817078,337.975342,1974.48291,1275.032349,2044.044556,539.907959,883.585205,169.555405,50.445004,384.529388,389.581238,189.302597,62536.90234,1418.882813,1222.277222,997.578247,162.085968,240.107056,33507.92
1604.880371,969.781372,685.398438,337.334503,1977.186401,1239.233398,2046.407593,558.440063,873.366028,169.70253,50.147102,395.461761,394.980377,191.095032,62837.78516,1420.270996,1245.320557,996.63446,163.223572,240.981705,34208.05
1645.464233,1008.190979,695.38324,347.045868,1966.61377,1301.494629,2033.606934,555.764343,885.263611,176.274826,50.792561,393.015686,401.568359,192.588745,62836.58984,1379.122437,1235.046387,1004.731445,172.571838,239.646744,34731.73
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1243.755005,null,null,null,34911.32
1735.822021,1016.841797,685.447205,362.623505,1958.406616,1353.919922,2068.464355,575.336914,895.778992,184.171387,54.218449,386.825684,514.950562,197.219254,64647.29688,1379.568481,1266.79834,1028.774292,175.094376,241.902359,35430.43
1708.848755,1029.051758,701.812561,370.757385,1965.262207,1387.621826,2122.769531,573.255859,955.612793,188.781799,55.80727,396.010864,480.37619,200.804138,64485.22266,1396.424438,1262.541992,1035.92749,180.040543,239.002304,34868.98
1716.101196,1020.697632,695.724243,343.496552,1971.972534,1343.584717,2097.955566,552.444397,943.567078,181.081436,53.721943,388.972229,455.064575,192.937286,64029.30078,1392.508057,1203.857056,1045.067749,172.225616,241.810287,34842.1
1706.762451,1017.286682,681.501892,346.207825,1941.606323,1380.482056,2140.73999,554.277771,931.225098,181.71904,53.175785,403.548706,453.826202,192.738129,64805.57422,1370.248047,1224.405396,1041.342163,170.395523,240.153107,35171.27
1731.251953,1043.634644,728.796021,344.088104,2042.698608,1339.041138,2121.439941,555.268799,950.330444,181.081436,51.984173,401.052734,462.494598,191.792114,66291.78906,1376.346069,1209.581299,1012.232422,174.302994,244.065903,34961.52
1711.928589,1064.198853,712.528015,338.320435,2029.422241,1356.016846,2149.109619,562.156372,925.152832,175.882462,48.310032,397.158997,463.138519,189.94986,65080.00391,1373.024414,1193.1427,999.068481,170.148209,241.994431,34915.8
1692.257446,1053.620117,716.862915,346.503662,2010.449585,1357.86438,2147.337158,554.624695,932.113708,174.999603,46.62191,389.521332,445.999908,188.804703,67150.26563,1360.580566,1159.94751,1030.860596,169.257904,237.621307,35414.45
1726.58252,1073.343994,713.550842,358.827728,2020.442749,1354.469116,2137.441162,554.773315,912.564087,181.277618,47.863174,387.674286,431.139862,190.696716,65714.52344,1358.300171,1144.414063,1018.441833,173.412689,236.884781,35843.7
1749.085083,1077.348022,736.735168,357.595306,2083.975586,1349.72583,2119.224609,553.484985,928.756714,181.915222,48.756882,391.268494,431.139862,193.684128,65966.03906,1376.742676,1150.187012,1048.843018,172.522369,240.613434,36021.42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1171.591431,null,null,null,36487.28
1839.343506,1090.447876,743.992432,356.707947,2185.115723,1365.952759,2128.825195,571.323364,939.025208,184.465683,51.388367,401.002808,424.106079,192.837692,67236.96875,1377.684448,1149.012817,1052.866821,173.165375,252.720047,36674.52
1812.072144,1092.474731,773.849609,370.412354,2191.72998,1366.4021,2121.095703,562.057312,931.471985,184.956146,51.537319,399.255615,412.614288,190.049454,66710.02344,1387.500732,1142.408081,1041.938232,178.259933,240.521362,36329.01
1785.645386,1096.775391,754.561707,363.708038,2141.231934,1350.375,2151.817383,556.210266,929.151611,188.291336,51.686268,400.803131,415.487244,194.530579,65261.79297,1373.718506,1145.979736,1054.456421,170.247147,243.237305,36737.69
1812.717896,1112.939941,761.33197,365.334808,2128.390137,1366.202393,2142.118408,563.742004,932.804871,195.305069,51.785572,405.445648,427.722046,196.522186,65231.89453,1368.215454,1156.229248,1063.298584,170.049286,243.927811,36594.33
1866.266968,1092.820679,761.5755,355.278351,2145.093994,1347.578979,2189.678223,569.53949,920.413574,191.920807,50.792561,413.632416,422.719147,192.489166,64719.87109,1371.190063,1151.067871,1024.849976,168.219208,240.935699,36693.69
1921.703613,1068.153564,776.090088,348.574066,2143.066406,1333.299194,2230.000732,581.481323,916.85907,188.928955,50.445004,413.931946,411.574127,197.51799,64561.49219,1382.98938,1154.565796,1001.800598,171.780441,244.111938,36033.06
1904.168579,1047.193726,762.93927,340.735962,2096.865234,1296.501709,2200.165283,583.810181,901.456299,182.552841,49.998146,436.745117,403.252472,193.285812,64262.90234,1369.10791,1184.091675,997.826599,164.41066,244.940506,36051.81
1833.581055,1040.767456,809.941162,340.88385,2156.583984,1288.41333,2240.783203,559.08429,900.419617,180.345734,48.955486,424.065582,411.970398,194.082458,63536.14063,1357.953125,1170.148315,993.008118,158.47525,235.918091,36471.68
1831.097412,1050.308105,887.335815,339.897919,2156.680176,1320.217896,2253.485596,557.548157,909.503296,182.65094,49.849197,425.413422,418.558319,200.306229,63387.34766,1371.190063,1176.655273,970.852966,155.705399,235.273636,37020.14
1898.902954,1086.69104,880.614258,348.869873,2125.493652,1326.509033,2297.599121,562.255493,913.798279,184.710907,51.388367,430.654938,425.938843,205.882751,65339.46094,1381.105347,1170.588501,977.459778,155.705399,242.270615,37418.99
1906.801392,1119.959595,909.399841,357.743195,2133.604248,1316.7229,2294.645264,570.580078,907.726013,187.016113,51.189762,427.559937,414.892822,205.783157,64850.75,1427.657837,1160.730347,978.502991,153.083923,245.078629,37930.33
1959.009033,1126.682495,912.468384,373.518005,2148.908203,1356.815796,2283.567383,562.651917,925.942749,190.645599,52.083473,425.613068,410.385315,209.168915,65488.41016,1391.367676,1156.571777,977.757874,151.995773,241.303955,37871.52
1991.04895,1113.63208,895.615967,375.736328,2114.486328,1339.890015,2213.753662,564.38623,909.305786,188.340393,51.289066,430.305511,409.840424,206.131699,64303.53516,1372.925293,1143.900269,983.718872,155.359177,234.583145,38140.47
2047.230591,1117.883301,885.338806,386.778687,2095.947998,1372.243774,2179.043701,562.007751,904.763916,194.520309,51.63662,429.606628,417.518158,208.571426,63251.67969,1369.256592,1149.599976,995.889343,157.288177,231.913239,38128.9
2132.223389,1106.118286,898.733154,376.475769,2082.720215,1347.978394,2175.893066,554.773315,893.113159,188.242279,50.047802,414.481049,421.282684,204.040512,62851.3125,1366.232422,1136.512695,991.666931,150.017303,222.154282,37934.73
2141.811035,1066.818848,923.427368,353.454407,2129.790283,1320.567383,2187.216797,554.277771,892.125793,183.582825,48.955486,398.906158,421.282684,206.03212,61771.51172,1345.162354,1125.088989,974.976013,143.834595,219.346283,38492.95
2163.27002,1073.937256,937.844482,346.947296,2229.627197,1380.781616,2208.091797,559.579773,901.456299,185.838989,50.792561,398.257233,416.923737,214.197739,62029.61719,1343.0802,1120.807983,964.097168,142.845352,215.847809,38071.13
2082.20166,1053.125732,929.174683,346.010651,2196.654053,1387.72168,2198.934326,561.264465,910.688049,187.555634,50.842209,395.162201,419.994812,216.587662,61683.60938,1359.291626,1167.16394,954.658875,140.817444,224.271805,37736.07
2094.917969,1038.542969,936.967712,340.193665,2199.453857,1386.074097,2162.057861,547.88562,897.210693,182.994263,48.806538,402.749969,437.381073,213.450882,60888.17188,1338.221558,1192.213257,959.030273,138.740036,225.008316,37606.89
2053.489746,1020.944824,941.253906,342.01767,2203.799072,1365.503296,2178.994629,549.867737,901.80188,187.800873,48.310032,408.989899,447.981262,219.276337,60926.25391,1345.55896,1302.70874,946.164368,137.305649,228.092529,36939.6
1995.370605,990.592773,932.584106,338.566925,2173.722412,1305.339111,2170.772705,542.335999,904.220886,188.438492,48.955486,410.936768,445.950378,219.674667,60852.42969,1333.759644,1336.124146,940.253052,133.497101,230.117966,37687.91
2137.141113,1029.595581,925.521729,346.109253,2171.646484,1322.065308,2164.175293,543.87207,912.119751,187.997055,49.203739,412.983459,440.99704,227.093414,61133.44922,1331.479126,1384.020996,935.235779,141.806671,227.355988,37663.33
2112.801025,1016.199158,920.164001,347.243073,2180.963867,1331.951172,2160.827393,553.831787,914.291931,187.849915,48.607933,407.79187,443.572784,234.462357,61431.19141,1304.162476,1399.456787,949.641602,143.933517,227.770279,38025.45
2120.649658,1028.755249,944.127625,354.095245,2228.178711,1337.792847,2185.247314,550.511902,910.293152,187.310394,48.657581,406.74353,456.798218,238.644745,61174.88281,1320.572388,1456.820435,951.032532,147.049591,226.89566,38040.57
2132.720215,1032.166138,926.154907,352.813568,2215.868164,1340.189453,2176.877686,555.566101,904.122192,187.016113,49.600945,398.706512,449.269135,239.242233,62571.04688,1365.240967,1438.669678,959.228943,148.582916,225.054352,38182.08
2105.796875,1039.086792,926.495789,358.482635,2202.978271,1358.413452,2173.234375,553.336304,947.565857,190.106079,51.040813,411.735474,466.754456,243.922516,61785.38281,1387.104126,1473.552612,961.514038,149.572144,227.402039,38407.01
2120.152832,1055.498535,923.670898,362.229156,2200.709229,1362.657349,2176.631348,546.300049,949.491211,191.381302,51.83522,406.543884,472.500366,252.48645,61369.04688,1368.314575,1404.373535,962.606934,158.129028,227.17186,38369.63
2113.744873,1051.692261,930.635925,361.637573,2178.936035,1333.499023,2161.516602,543.624329,937.642944,199.47406,53.57299,396.110687,462.197388,255.623245,61529.375,1353.094604,1376.511108,957.291626,159.612885,237.80542,38310.49
2108.479248,1046.946655,926.641968,362.722107,2177.777588,1334.397827,2165.012207,530.84021,978.025757,198.00264,60.623375,392.167053,460.216034,257.465454,63881.05469,1368.512939,1368.267456,981.831177,160.552643,244.15799,37877.34
2100.332764,1022.724304,928.833801,356.362885,2165.177246,1306.237915,2140.69043,524.150757,969.731995,192.705566,61.119881,394.463348,470.964813,264.286713,61383.57422,1359.390869,1388.962524,958.334778,159.563416,239.37056,38050.78
2077.830322,1021.834595,932.730347,355.179779,2174.446533,1326.858521,2163.042969,516.71814,988.047485,189.370377,62.261845,390.519714,476.413483,268.419312,60076.10938,1369.504395,1368.267456,966.33252,168.070816,234.26091,38528.32
2104.952393,1044.474976,942.130676,364.200989,2191.198486,1366.851563,2179.880859,522.069641,991.404419,191.381302,67.971664,393.764465,470.568542,275.887848,60083.14844,1400.192383,1372.523804,997.727295,172.077209,237.483215,38614.79
2119.308105,1055.300903,934.483704,369.08136,2178.501709,1354.618896,2160.236572,531.286072,996.242493,193.343185,68.766075,395.711334,476.066772,277.530945,59650.43359,1436.184937,1367.949341,1008.655823,194.928528,234.905365,38220.39
2082.698242,1046.600586,930.343689,362.722107,2174.397949,1336.444824,2153.442139,520.78125,983.258728,190.988922,70.752098,393.365112,485.527679,281.613739,59380.09766,1437.176514,1376.755859,1018.839233,197.302673,230.163986,38434.72
2068.193359,1073.393433,924.304016,365.926361,2170.729004,1337.643188,2169.393799,515.330627,981.481506,194.569351,68.865372,393.464966,487.310883,280.568146,59596.73047,1444.315552,1381.550415,1033.195313,190.081268,229.473511,38799.08
2082.400146,1104.140991,922.696777,374.848999,2170.487793,1384.925781,2160.777832,522.466064,979.309326,197.561218,67.971664,391.568054,483.298676,284.451782,59517.86328,1455.966064,1368.658813,1047.501831,199.330612,228.230621,38843.88
2068.44165,1107.156372,914.075684,380.764557,2164.984131,1398.955566,2146.746338,523.853455,968.201599,204.035416,69.510834,386.775757,479.137848,283.75473,59173.10547,1462.758057,1371.985718,1052.46936,197.69838,231.821167,39073.92
2122.93457,1105.03064,926.203613,383.870209,2176.956787,1433.756226,2149.552734,509.929626,956.698914,205.850159,70.553497,391.717804,485.478149,284.65097,59214.23047,1454.131836,1346.960815,1048.594727,209.173477,228.046478,39113.47
2097.948242,1099.345825,921.91748,386.926575,2170.439209,1417.878784,2140.099609,506.411499,963.116699,211.637695,71.993362,390.419861,493.007233,288.086456,59204.74609,1457.304688,1344.88147,1038.907959,207.392853,224.225769,39467.31
2101.822998,1102.361328,910.66626,403.983124,2160.011719,1465.610596,2119.175293,518.848755,969.386414,220.564255,70.007339,390.669464,488.895935,279.522552,59510.125,1433.755737,1323.795166,1033.34436,211.498184,229.381424,38628.29
2065.01416,1102.55896,904.480469,389.440704,2178.598389,1400.153931,2084.12085,509.335022,933.3479,208.106308,67.127602,375.793488,465.020782,268.767853,57880.71094,1390.624146,1301.877075,1004.185059,201.309082,221.786011,38900.8
2073.955811,1114.571289,890.647827,385.595581,2167.929443,1428.463623,2130.105225,541.840515,943.221497,213.942917,68.418518,405.146088,478.345337,285.54718,58217.08594,1413.3302,1323.428345,998.820129,199.62738,224.087662,39086.03
2114.738525,1121.343628,900.145569,386.729401,2186.75708,1420.275391,2108.787109,545.507263,943.665771,212.079117,68.070969,410.387634,477.305084,291.721191,58517.07422,1401.977051,1351.584351,1078.002563,215.850815,221.371719,38990.94
2098.395264,1117.883301,911.202026,377.363098,2220.30957,1394.611938,2106.17749,533.317688,948.898743,209.08725,68.964676,424.714539,484.586548,291.870544,58449.14063,1436.234497,1368.756592,1146.852295,217.977676,220.312988,38357.18
2063.871582,1107.106934,895.469788,367.553131,2210.847412,1376.587646,2092.047607,518.402832,930.978271,202.711136,69.262581,420.121918,471.658295,281.06604,58335.92969,1424.088379,1355.742798,1113.868042,218.027115,216.492249,38417.23
2068.839111,1096.725952,900.730103,367.996826,2247.199951,1368.149536,2128.9729,510.573792,920.413574,203.937317,69.06398,421.469757,462.593658,285.148865,58252.27734,1429.045898,1361.931763,1103.783936,221.489441,218.19545,38365.35
2093.328613,1099.444824,915.73175,370.609528,2268.007568,1349.226685,2107.063965,493.429108,904.665222,200.111664,67.077957,414.930328,456.005676,279.970673,58100.88281,1434.49939,1346.911987,1078.002563,211.399261,216.768433,38193.92
2147.175537,1083.280029,904.285645,362.574219,2243.675781,1324.461914,2099.235596,499.969849,898.049927,191.185104,66.432495,427.260437,465.664734,285.596954,58734.95313,1446.10022,1374.676514,1072.587891,219.016357,216.722412,38840.32
2299.57666,1078.287354,915.634277,365.236237,2251.255371,1317.322021,2101.845215,493.082245,909.009583,194.373154,67.32621,429.756409,466.259125,283.854309,59009.77734,1462.956299,1377.269531,1058.579468,220.500214,217.689102,38854.55
2303.749512,1066.275024,920.943359,364.94043,2291.904541,1328.106689,2126.166504,487.235229,906.047546,198.836441,67.673759,432.052673,480.57431,286.44339,59009.18359,1475.350464,1387.983887,1052.817017,215.652969,217.781158,38756.63
2287.356934,1045.908569,952.651306,358.531921,2406.41748,1302.992554,2090.078369,470.387878,890.891602,194.765549,74.326935,429.406952,477.850006,288.783539,58393.08594,1466.674561,1368.389771,1044.720093,213.723969,217.827209,39044.35
2302.80542,1058.76123,956.499084,366.222137,2404.438477,1322.414917,2092.195313,481.338684,898.049927,196.335037,77.305977,439.291016,488.846436,288.285645,58320.11328,1485.117188,1393.634644,1041.590576,214.911041,221.187607,39302.85
2308.717041,1081.10498,975.153687,369.475677,2416.410889,1322.814209,2109.870117,477.325043,910.293152,194.471252,78.298988,437.693573,495.186707,287.240051,59507.77734,1480.308105,1392.020264,1024.849976,213.625031,218.7939,38979.85
2284.376465,1070.971191,984.505371,363.708038,2375.279297,1303.442017,2095.198486,474.550201,894.841003,191.773666,77.752831,441.387634,487.756714,285.845917,59416.23828,1459.485962,1388.693237,1031.854126,218.769043,215.249359,38845.82
2290.486084,1045.414307,976.614868,364.693939,2366.299561,1276.480347,2066.150391,492.239899,888.818176,188.928955,79.143044,453.068756,503.904602,286.393616,58729.36328,1441.588867,1405.890381,1012.033752,217.730362,209.909561,38034.14
2240.463867,1036.812744,983.190247,345.912079,2379.672119,1287.514526,2007.660645,463.648987,870.749573,182.25856,73.979385,428.158966,468.735809,270.211792,58035.05078,1433.854858,1323.012451,975.770874,208.283173,206.687271,37734.08
2196.750732,1024.256836,981.144653,349.510712,2436.59082,1269.390381,1995.992188,466.820221,846.213684,182.601883,74.029037,421.769287,455.213135,270.659882,57655.69531,1414.272095,1336.466675,957.937439,194.879059,202.728439,37668.42
2215.030762,1035.675903,993.272522,346.750122,2382.134033,1273.035278,2021.396973,430.003784,849.866943,180.296692,73.08567,423.0672,466.308655,266.925598,57120.71484,1407.331421,1301.241089,956.695557,189.685577,198.309296,36553.6
2166.945801,1018.27533,950.11853,331.073883,2251.158691,1244.126465,2028.732788,415.088959,839.598389,173.086777,66.829704,407.79187,449.863525,257.614838,55467.68359,1388.046143,1296.006104,914.719971,188.003891,194.028259,37388.66
2187.362305,1032.215576,984.894958,343.595154,2338.830078,1247.671387,2045.915283,435.75174,878.055969,178.727173,75.766808,427.21051,478.295746,267.224365,57379.11719,1401.382202,1330.253174,945.965698,196.214523,201.899857,37981.63
2201.320801,1042.102295,983.385132,357.79248,2341.774658,1277.179321,2032.474609,439.418488,891.484009,183.729965,76.064713,449.674255,490.778229,275.937653,59178.74219,1423.443848,1317.484009,962.457825,206.354172,204.753891,37973.22
2230.231201,1050.456421,984.115723,351.926239,2401.541504,1261.751343,2003.032593,431.539886,883.832031,181.473816,74.426239,455.115479,480.821991,282.85849,59364.875,1414.321655,1327.171021,946.760498,205.513321,201.761749,38067.93
2219.203613,1066.967041,981.923889,349.90506,2405.645264,1266.344849,2036.659424,417.120544,891.039734,181.86618,73.880089,447.028503,477.899506,276.535156,59462.25781,1419.92395,1369.979736,947.604919,206.749863,203.096725,38697.05
2210.560303,1094.056519,991.372986,363.954529,2435.818604,1303.442017,2062.950195,428.467743,891.533386,186.721848,75.667503,451.720947,486.22113,280.866882,60466.79297,1450.016968,1378.248047,954.907227,211.745499,203.142731,38973.7
2196.750732,1101.520996,1021.083984,367.898224,2613.574707,1312.928467,2078.705078,420.539581,885.510498,185.152328,74.624847,457.811096,492.165161,288.335419,60395.46094,1434.49939,1382.43103,952.572449,206.007935,208.068268,39574.57
2195.75708,1131.230347,1028.438599,375.095459,2622.553955,1336.544556,2082.348389,422.917999,881.412964,187.948013,75.667503,456.912567,485.6763,289.928711,60161.01563,1457.949097,1376.657959,968.716919,214.614273,206.180908,39878.95
2242.451172,1148.828613,1038.959351,377.560303,2643.071777,1322.115356,2107.063965,418.706177,876.476196,187.016113,76.01506,451.371521,486.12207,290.078064,60478.01953,1481.250244,1375.4104,952.622131,203.831619,201.991913,40182.67
2224.319824,1178.389648,1065.699097,382.095551,2727.459961,1319.269409,2127.840332,420.688202,869.860901,187.849915,75.717155,468.593719,495.285767,291.721191,60105.15625,1472.276733,1403.370605,956.099426,203.58432,202.728439,40509.49
2219.153809,1219.71582,1078.898682,395.997101,2717.949707,1318.170898,2106.079102,421.332367,896.865051,194.471252,75.319954,450.572784,487.409943,290.824921,58669.3125,1460.081055,1369.466064,982.675659,198.539215,200.933167,40593.8
2222.035156,1199.645996,1103.008423,398.166168,2733.639404,1310.931274,2105.291504,411.521271,894.051147,194.863632,72.887077,461.804657,490.976349,284.003693,58499.05469,1467.17041,1389.231567,964.991272,187.756577,201.117294,40625.51
2265.400635,1184.568848,1128.043579,390.574493,2728.281006,1342.386475,2104.503662,411.620392,885.164917,191.920807,73.383583,450.472961,486.369781,288.634186,58507.63672,1470.73999,1375.434814,964.593933,180.485703,198.539444,40794.74
