RELIANCE.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,TCS.NS,KOTAKBANK.NS,HINDUNILVR.NS,BHARTIARTL.NS,LT.NS,SBIN.NS,ASHOKLEY.NS,BIOCON.NS,GLENMARK.NS,JSWSTEEL.NS,MRF.NS,PIDILITIND.NS,TORNTPHARM.NS,UBL.NS,ZEEL.NS,PETRONET.BO,NSE
1213.027222,1112.370605,665.88623,382.990936,1833.200317,1332.667114,1526.87439,317.40802,1267.085693,303.425934,80.9729,302.915466,628.864258,258.943268,59838.75391,1258.831299,867.582825,1390.147705,396.672363,186.689072,11671.95
1190.941772,1104.554443,672.858276,379.607727,1853.292725,1339.949463,1532.212402,315.89505,1266.947388,299.358582,80.51152,300.53775,629.010681,255.555222,58510.19531,1257.216797,845.559387,1381.544678,390.165649,186.023682,11584.30
1195.60083,1103.517334,667.026367,389.463196,1871.86377,1338.153687,1546.56897,312.913666,1268.376831,301.224792,84.617836,306.531616,625.303223,256.5672,57239.02344,1247.139038,879.454224,1393.080566,395.901245,187.86319,11596.70
1192.868164,1079.442261,660.098267,386.570313,1825.995361,1346.58313,1559.131226,302.589996,1265.010498,297.540222,84.479416,310.989899,634.084106,253.927185,57090.60938,1254.477173,877.098816,1374.554443,397.68454,184.693008,11643.45
1206.665894,1089.16394,651.328552,382.50061,1807.424561,1339.899414,1574.086304,308.241302,1270.959595,301.368317,87.201576,311.881561,635.401245,252.563202,57067.92188,1249.780762,864.685547,1387.019409,396.093994,187.745789,11690.35
1203.35083,1092.903076,655.757141,386.962585,1802.949829,1340.148804,1584.439331,304.325409,1255.187744,301.703308,88.262772,311.584381,633.010803,252.431213,58107.47266,1262.353516,863.978943,1391.027588,403.082764,187.236984,11787.15
1200.707886,1104.265015,637.998596,385.148407,1891.374023,1370.474121,1584.807739,309.442749,1251.498291,302.0383,88.355042,308.290161,629.108276,257.095215,57742.1875,1272.724731,860.351624,1377.82959,401.588593,185.945435,11752.80
1203.933228,1112.105103,635.016785,399.122589,1907.931152,1382.993286,1599.992676,310.377197,1274.095459,302.181824,88.908707,308.364471,627.205688,256.259277,57651.03125,1263.869995,866.381592,1410.238037,400.576447,188.33287,11594.45
1241.742554,1106.60498,628.834045,396.572876,1924.265259,1366.284424,1601.234985,308.775269,1255.00293,297.444519,88.355042,304.748322,623.595764,263.255341,57408.83203,1228.402466,865.203857,1388.290405,387.803925,187.784912,11575.95
1205.366821,1094.567505,632.34198,386.864502,1934.467773,1353.366211,1601.189209,310.955719,1254.495972,296.726746,85.033089,301.057861,610.863342,256.303253,56200.26953,1203.403931,853.567993,1387.459106,382.261078,184.771271,11726.15
1221.941772,1083.277832,638.612488,388.825806,1928.740234,1352.019653,1605.192139,306.776672,1243.474243,292.133026,84.479416,304.00531,613.985413,253.707214,56169.77734,1180.80249,850.859131,1387.801392,394.407074,184.105927,11641.80
1244.923096,1099.898926,645.847595,393.336731,1954.157959,1363.391602,1612.922852,314.530823,1254.957031,297.396637,84.202591,303.856689,620.91272,257.27124,55254.16406,1195.576538,838.469482,1396.893433,402.841766,184.771271,11754.65
1229.602295,1092.034668,638.919312,387.74707,1964.494263,1357.057129,1595.98938,318.407959,1249.884277,293.042206,82.910713,307.225159,625.595825,252.211182,55034.21484,1182.025391,814.231995,1418.010254,401.106659,184.81041,11748.15
1247.879639,1100.477783,647.206665,399.318695,2003.471069,1375.860718,1608.091431,315.45166,1252.697266,299.071472,81.66497,307.423248,632.035217,258.723267,54030.40625,1195.038452,826.174072,1403.541504,402.648987,187.667511,11724.75
1247.879639,1118.087646,658.914368,399.612885,2022.982056,1383.142944,1617.616333,310.459869,1243.796997,296.631073,80.234688,293.998901,622.864014,271.351379,52535.86719,1207.904663,844.146118,1387.214844,417.012115,188.763351,11712.25
1258.855103,1136.59021,640.892517,387.894196,1982.752441,1402.894287,1586.18811,314.240082,1253.204712,294.908417,82.633881,276.339142,611.643921,269.855377,52059.07031,1202.278809,833.311035,1379.833618,403.371979,187.432648,11598.25
1262.259521,1142.452148,634.578247,394.023193,1908.110352,1414.316162,1558.579224,321.267365,1257.677856,296.678894,82.680016,272.970673,617.790466,271.791443,52740.32422,1175.567871,824.478149,1355.001709,396.575989,182.892639,11497.90
1240.801514,1123.394775,630.018188,393.532898,1931.246094,1406.934448,1535.893433,323.205902,1247.624512,295.482605,81.249733,269.156372,608.570496,261.099335,53442.34375,1162.212402,812.795166,1343.465698,373.778168,183.636307,11359.45
1203.709351,1120.451904,635.411438,379.019348,1925.965088,1404.689941,1562.214233,314.96701,1260.444946,292.324432,79.311913,272.896393,619.40033,253.531235,52575.23828,1153.26001,801.441833,1349.478027,355.848358,186.297653,11301.80
1164.242554,1113.166626,630.851074,374.802551,1926.771118,1398.754395,1554.115479,314.530823,1254.680298,285.433807,79.311913,270.320496,589.008484,254.543228,53740.15234,1139.219727,798.002747,1331.049683,319.651459,184.653885,11278.90
1125.716919,1105.278076,632.34198,374.018036,1944.402344,1382.095459,1567.965942,305.758881,1251.083252,286.43869,78.296875,263.162476,595.447815,251.199142,54051.41797,1134.474365,786.673096,1341.314819,345.003784,185.788879,11148.20
1120.968262,1107.980103,628.658691,377.646454,1911.511719,1394.714478,1552.965088,314.143158,1250.207153,294.812714,79.265785,266.976776,602.228699,252.871216,53570.94922,1142.644043,792.585327,1321.224365,357.824524,184.966965,11222.05
1103.855713,1103.493164,631.158142,369.016785,1905.202026,1385.935913,1566.355347,308.860596,1215.297241,293.712097,76.589752,260.165527,577.934631,243.675095,52701.45703,1129.533325,776.756653,1323.521851,329.724915,182.618683,11157.00
1129.300537,1103.830811,626.027893,373.037415,1872.624268,1379.551758,1563.134399,326.259125,1237.571289,301.129089,78.066177,262.246033,588.032837,247.283142,52918.03125,1114.612549,777.015869,1337.74646,333.821716,182.892639,11257.10
1126.119873,1103.251831,628.001038,369.752228,1875.35376,1392.370239,1537.87207,321.073486,1222.814209,298.68866,75.620842,262.840454,574.129517,236.282974,53185.60156,1139.415527,768.606873,1321.664551,310.734741,182.657852,11407.15
1133.690796,1114.806885,642.909668,375.096771,1887.302124,1409.677612,1553.655029,315.209351,1233.282349,302.181824,76.497482,260.338867,562.177734,242.83905,53317.77344,1128.946289,782.786621,1319.318237,333.243378,175.45639,11828.25
1135.527588,1139.629883,634.841431,382.15741,1875.398926,1456.412476,1598.38208,318.359528,1256.109863,305.531403,77.973907,257.961121,566.958435,243.235046,53990.35547,1137.116089,776.285522,1331.000854,358.740265,185.240906,11709.10
1187.940552,1173.523071,633.525879,399.809052,1918.805542,1498.85791,1631.236938,329.651611,1338.703735,329.887787,80.788345,259.100464,562.665527,251.243195,54379.21875,1190.733398,779.371216,1343.514526,349.437988,184.732147,11737.90
1200.394287,1159.700195,622.037598,392.405151,1888.196899,1484.243896,1642.970825,320.491943,1336.536255,323.045044,81.43428,257.019958,561.445923,245.875092,54389.93359,1173.953491,754.450623,1394.30249,335.171326,188.098022,11657.05
1200.931641,1160.689331,622.43219,397.504517,1863.137207,1491.575806,1627.371582,324.853668,1347.60437,326.442505,81.06517,256.772247,556.177307,243.719116,54739.23438,1185.449829,734.664734,1393.227295,329.869507,185.514908,11844.10
1195.108398,1125.155884,614.802429,402.898071,1838.34668,1496.064819,1614.07312,328.39151,1361.438843,327.495239,81.987946,252.933197,548.664734,242.83905,54435.82031,1173.708862,731.225708,1355.930664,347.461884,186.532516,11924.75
1197.751221,1145.057495,621.949951,423.393555,1832.931763,1507.985352,1610.162109,342.349152,1424.203003,340.08017,86.555649,264.82193,545.396301,253.443207,56611.52344,1210.888672,720.037354,1390.538696,363.270966,189.507004,11928.75
1174.277222,1161.943848,620.985291,427.070923,1839.330688,1525.641968,1630.730591,338.762787,1472.025391,346.157288,84.110306,272.896393,545.835327,253.22319,56465.90234,1202.474365,711.816895,1339.457275,347.992065,191.777008,11861.10
1186.014282,1165.731079,638.524658,425.894165,1855.977539,1507.287109,1635.286255,334.982635,1452.195679,344.578186,84.156441,268.041779,543.493713,257.799255,56023.0625,1238.822632,717.705627,1345.665405,368.042542,190.563736,11945.90
1176.427612,1166.068848,638.261536,415.107056,1886.227905,1510.179932,1638.921387,328.39151,1431.858398,333.66806,82.772285,268.33902,531.346558,246.887115,55526.55469,1243.567871,711.793335,1330.658569,359.125885,190.602859,11922.80
1191.389893,1176.996704,643.304199,417.950958,1920.90918,1531.577393,1642.050415,336.048828,1437.53064,338.357513,83.464371,268.933441,540.56665,243.411118,54800.20703,1241.317505,736.31366,1324.352905,352.088898,189.859238,12088.55
1191.748535,1170.145508,646.987549,415.499329,1965.881714,1518.40979,1645.961792,338.08432,1436.562256,337.352631,81.987946,268.43811,532.078369,239.09903,54879.5,1261.815308,737.18512,1314.52771,344.570007,193.381668,12021.65
1218.671631,1185.463989,653.038757,414.714844,2006.828003,1527.487427,1693.081177,341.912964,1438.268433,340.175873,84.756241,274.134796,533.054138,241.60704,55611.70703,1267.734619,724.4422,1303.675903,346.594299,192.168396,11843.75
1211.01123,1183.147949,644.838867,410.988403,1969.655762,1527.587036,1670.901978,341.5737,1447.860718,337.256927,85.863571,267.818878,527.444031,241.299057,56982.07813,1251.884399,722.345703,1309.688477,333.580719,193.146851,11870.65
1189.239624,1169.180908,645.102051,403.584503,1954.317993,1510.529175,1691.286621,342.930725,1398.147705,322.422974,84.248718,269.726044,524.809753,234.698975,55416.42578,1242.785034,715.632751,1286.322998,328.760895,185.319229,11922.70
1178.085083,1180.904663,648.171387,408.536774,1968.4375,1508.085327,1684.844482,346.129333,1396.256836,327.351654,83.049126,261.973602,514.516418,230.914902,55209.58203,1228.598022,717.752625,1280.359375,327.941559,186.336807,11965.60
1181.892822,1177.310181,660.799805,408.046448,2013.323486,1498.907715,1704.861084,352.284271,1413.089111,329.504974,83.695061,262.716614,520.321655,234.830994,55206.65234,1255.749146,716.786926,1309.590698,323.266296,186.689072,11906.20
1190.852295,1181.266479,662.02771,413.194824,2032.541626,1503.995239,1693.17334,352.090393,1405.89502,332.184662,84.156441,266.060333,514.858032,240.551025,55804.95313,1260.836914,722.958191,1317.362793,333.725372,190.915955,11914.05
1193.540283,1170.965698,661.062988,409.909668,2039.848999,1479.854614,1699.891479,348.843323,1392.014038,329.217865,82.357048,255.509048,510.467438,238.703018,55320.80078,1252.226807,727.221558,1327.188232,330.496063,187.354401,11823.30
1189.150024,1179.481201,660.484863,411.478699,2033.714233,1500.304321,1698.419067,352.575043,1399.669312,331.610443,81.295868,254.617416,510.467438,241.431076,54388.80078,1223.901733,725.757385,1320.980103,339.894745,185.671448,11672.15
1180.459473,1174.849731,658.528259,409.66449,2034.075073,1470.228394,1677.66626,342.446106,1407.739746,329.026428,80.880623,245.998077,512.955444,238.703018,54323.0625,1217.150635,706.416077,1317.949341,324.374878,184.105927,11691.50
1148.877197,1168.529419,658.617188,406.183228,2029.292847,1456.761597,1673.156738,333.431763,1382.329834,323.332153,77.189552,243.025894,507.979492,228.978912,54342.86719,1215.24292,707.549683,1314.674438,325.917206,179.017944,11691.45
1147.712524,1166.237549,667.155212,413.97934,2030.781982,1458.257935,1665.380249,334.546478,1388.37085,325.437592,77.189552,240.945343,514.321411,231.92691,54238.69922,1211.084351,713.925964,1313.110229,327.122192,182.69696,11831.75
1144.442139,1171.593018,668.711487,411.674774,2038.946777,1494.119629,1667.312744,330.62088,1388.232544,324.289185,76.497482,248.623505,496.856964,229.286896,54115.5625,1218.520386,707.597046,1318.682495,340.280334,184.262482,11724.10
1161.823486,1177.904053,671.379639,425.011597,2055.232666,1514.619019,1673.199097,337.84201,1436.147217,330.318481,81.019043,250.852646,504.662292,236.942978,54538.49609,1224.635498,710.076599,1317.362793,339.027222,185.358383,11699.65
